sma_window,atr_window,atr_multiplier,cagr,max_dd,trades,win_rate
50,14,0.35,0.053,-0.358,57,0.439
40,14,0.4,0.052,-0.362,50,0.48
50,5,0.4,0.052,-0.348,51,0.451
40,3,0.3,0.052,-0.329,68,0.441
50,7,0.3,0.05,-0.354,53,0.415
50,20,0.25,0.049,-0.343,65,0.431
50,20,0.2,0.049,-0.317,71,0.437
50,14,0.15,0.049,-0.327,76,0.434
50,14,0.1,0.048,-0.329,80,0.4
5,10,0.15,0.048,-0.366,280,0.514
50,14,0.25,0.048,-0.351,65,0.431
50,10,0.25,0.047,-0.331,61,0.443
50,3,0.15,0.047,-0.318,75,0.427
50,5,0.45,0.047,-0.359,45,0.489
40,7,0.3,0.046,-0.35,66,0.439
5,20,0.1,0.046,-0.419,290,0.497
50,14,0.05,0.045,-0.329,84,0.417
50,10,0.45,0.045,-0.365,47,0.489
40,7,0.4,0.045,-0.358,56,0.446
50,20,0.15,0.044,-0.318,74,0.419
50,10,0.5,0.044,-0.371,41,0.463
5,5,0.15,0.043,-0.353,280,0.514
50,5,0.25,0.043,-0.343,57,0.404
50,20,0.1,0.042,-0.332,80,0.388
50,10,0.4,0.042,-0.354,49,0.469
50,5,0.15,0.041,-0.318,76,0.421
50,3,0.25,0.041,-0.343,63,0.413
50,10,0.15,0.041,-0.32,76,0.421
40,7,0.35,0.041,-0.358,58,0.431
50,3,0.1,0.041,-0.332,78,0.41
50,7,0.15,0.04,-0.332,76,0.408
50,10,0.3,0.04,-0.351,57,0.421
50,5,0.5,0.04,-0.38,39,0.462
50,10,0.2,0.038,-0.331,71,0.451
50,7,0.2,0.038,-0.331,67,0.403
50,20,0.05,0.037,-0.332,84,0.393
50,7,0.1,0.036,-0.334,78,0.397
50,10,0.1,0.036,-0.334,78,0.397
50,7,0.25,0.035,-0.356,57,0.404
50,5,0.1,0.035,-0.332,78,0.397
5,14,0.1,0.032,-0.404,294,0.497
50,3,0.2,0.031,-0.344,69,0.391
50,7,0.05,0.03,-0.335,84,0.393
50,5,0.2,0.029,-0.317,69,0.406
50,10,0.05,0.029,-0.335,84,0.405
50,3,0.05,0.025,-0.342,86,0.407
5,5,0.1,0.019,-0.396,301,0.488
50,5,0.05,0.019,-0.342,86,0.395
5,10,0.1,0.016,-0.419,298,0.503
5,7,0.15,0.016,-0.408,276,0.518
5,14,0.05,0.008,-0.493,326,0.491
5,3,0.1,0.008,-0.423,302,0.507
5,20,0.05,0.007,-0.532,324,0.491
5,7,0.1,0.0,-0.451,299,0.502
5,3,0.05,-0.001,-0.423,334,0.488
5,10,0.05,-0.016,-0.507,328,0.488
5,5,0.05,-0.036,-0.47,330,0.476
5,7,0.05,-0.049,-0.549,330,0.488
