entry_date,entry_price,exit_date,exit_price,shares,pnl,held_days,entry_peak
2022-01-21,350.0789145108733,2024-04-04,430.61083984375,28.56498802269168,2300.3934825779234,552,392.93914794921875
2024-08-05,420.7640496665403,2025-01-10,503.9952392578125,29.23347061690776,2433.136535326734,109,498.2870178222656
2025-03-11,469.374639710155,2025-11-17,602.1240234375,31.38970189570277,4166.963582039618,174,536.12158203125
