sma_window,atr_window,atr_multiplier,alt_lookback,cagr,max_dd,trades,win_rate
50,10,0.5,21,0.256,-0.255,42,0.595
35,14,0.05,126,0.249,-0.32,85,0.553
35,5,0.05,126,0.248,-0.32,87,0.563
35,3,0.05,126,0.247,-0.32,87,0.563
35,10,0.05,126,0.247,-0.32,85,0.553
35,7,0.05,126,0.247,-0.32,87,0.563
50,20,0.45,21,0.247,-0.255,38,0.658
50,14,0.4,21,0.247,-0.255,48,0.562
35,20,0.05,126,0.247,-0.32,85,0.553
60,14,0.45,21,0.244,-0.274,36,0.722
