sma_window,atr_window,atr_multiplier,alt_lookback,cagr,max_dd,trades,win_rate
10,5,0.5,42,0.116,-0.469,115,0.487
15,20,0.05,126,0.116,-0.406,147,0.558
60,3,0.5,63,0.116,-0.358,34,0.618
5,20,0.45,126,0.116,-0.285,179,0.559
20,10,0.35,21,0.116,-0.466,79,0.532
50,7,0.05,126,0.116,-0.296,86,0.453
30,20,0.3,42,0.116,-0.319,71,0.479
50,14,0.05,126,0.116,-0.296,86,0.453
40,3,0.25,21,0.116,-0.317,71,0.563
30,7,0.35,42,0.115,-0.302,67,0.493
60,20,0.5,63,0.115,-0.358,34,0.676
25,7,0.2,42,0.115,-0.421,84,0.488
15,5,0.45,42,0.115,-0.354,91,0.495
15,14,0.15,21,0.115,-0.421,131,0.511
30,14,0.25,42,0.115,-0.318,75,0.48
50,3,0.25,42,0.115,-0.345,64,0.453
60,14,0.3,63,0.115,-0.349,45,0.533
35,5,0.3,42,0.115,-0.358,68,0.5
20,20,0.3,21,0.115,-0.462,81,0.519
5,20,0.35,126,0.115,-0.283,199,0.553
15,14,0.45,42,0.115,-0.378,87,0.494
5,5,0.35,63,0.115,-0.406,203,0.542
15,7,0.25,21,0.115,-0.381,111,0.505
15,20,0.35,42,0.115,-0.344,97,0.485
50,14,0.1,42,0.115,-0.333,82,0.451
20,20,0.35,21,0.115,-0.466,81,0.519
15,7,0.1,126,0.115,-0.406,143,0.559
40,10,0.4,21,0.115,-0.335,55,0.582
30,10,0.35,42,0.114,-0.302,69,0.522
15,7,0.05,126,0.114,-0.406,148,0.561
15,14,0.4,42,0.114,-0.343,95,0.495
35,20,0.1,21,0.114,-0.433,82,0.524
10,7,0.1,21,0.114,-0.425,191,0.497
40,3,0.3,126,0.114,-0.32,68,0.456
35,20,0.45,42,0.114,-0.363,58,0.552
15,5,0.5,42,0.114,-0.402,83,0.506
15,10,0.05,126,0.114,-0.406,148,0.561
25,7,0.2,126,0.114,-0.406,82,0.476
15,10,0.35,42,0.114,-0.333,96,0.49
25,7,0.25,126,0.114,-0.406,78,0.474
50,7,0.25,42,0.114,-0.345,58,0.448
20,10,0.5,126,0.114,-0.406,68,0.544
30,7,0.25,42,0.114,-0.309,77,0.481
10,5,0.1,21,0.114,-0.425,193,0.487
30,5,0.25,42,0.114,-0.311,79,0.481
20,3,0.15,21,0.114,-0.459,93,0.527
30,5,0.3,42,0.114,-0.302,71,0.479
35,5,0.4,21,0.114,-0.329,57,0.544
15,5,0.05,126,0.114,-0.406,148,0.561
30,7,0.25,21,0.114,-0.394,75,0.493
20,10,0.25,21,0.114,-0.472,83,0.518
25,3,0.25,21,0.114,-0.419,79,0.468
50,20,0.25,42,0.114,-0.345,66,0.455
30,5,0.2,42,0.114,-0.328,83,0.482
40,10,0.3,21,0.114,-0.326,69,0.536
25,10,0.25,126,0.114,-0.406,78,0.474
40,10,0.15,21,0.114,-0.315,79,0.532
50,5,0.2,42,0.114,-0.319,70,0.471
60,20,0.3,63,0.114,-0.349,45,0.511
75,20,0.1,63,0.113,-0.358,52,0.538
75,10,0.1,63,0.113,-0.358,52,0.538
60,5,0.5,63,0.113,-0.358,32,0.625
20,14,0.5,126,0.113,-0.406,68,0.574
75,3,0.1,63,0.113,-0.358,50,0.56
40,5,0.4,21,0.113,-0.329,57,0.526
40,3,0.4,21,0.113,-0.329,59,0.525
10,20,0.1,21,0.113,-0.428,190,0.495
20,5,0.2,21,0.113,-0.462,89,0.517
75,14,0.1,63,0.113,-0.358,52,0.538
25,5,0.25,21,0.113,-0.453,80,0.487
50,20,0.1,42,0.113,-0.333,82,0.463
15,14,0.1,126,0.113,-0.406,143,0.552
25,7,0.15,126,0.113,-0.406,96,0.521
15,10,0.45,42,0.113,-0.378,87,0.506
25,7,0.4,42,0.113,-0.35,73,0.493
5,10,0.45,63,0.113,-0.408,184,0.522
20,14,0.45,126,0.113,-0.406,68,0.559
60,14,0.5,63,0.113,-0.358,36,0.639
60,7,0.2,63,0.113,-0.349,57,0.491
75,5,0.1,63,0.113,-0.358,52,0.538
10,3,0.1,63,0.113,-0.404,195,0.508
25,5,0.5,42,0.113,-0.344,67,0.522
35,20,0.4,42,0.113,-0.363,60,0.55
35,20,0.25,42,0.113,-0.367,68,0.5
75,7,0.1,63,0.113,-0.358,52,0.538
20,7,0.25,21,0.112,-0.479,85,0.518
60,10,0.3,63,0.112,-0.349,45,0.489
10,3,0.05,21,0.112,-0.4,210,0.49
5,7,0.3,21,0.112,-0.409,222,0.55
10,7,0.3,42,0.112,-0.463,142,0.507
10,7,0.5,42,0.112,-0.449,114,0.491
20,10,0.45,126,0.112,-0.406,69,0.536
5,10,0.3,21,0.112,-0.409,224,0.545
35,20,0.35,42,0.112,-0.363,62,0.548
20,20,0.45,126,0.112,-0.406,68,0.559
10,14,0.3,42,0.112,-0.442,141,0.504
30,3,0.35,42,0.112,-0.302,69,0.478
20,20,0.5,126,0.112,-0.406,67,0.537
60,10,0.5,63,0.112,-0.358,34,0.618
60,10,0.25,63,0.112,-0.349,51,0.49
25,10,0.15,21,0.111,-0.373,98,0.48
20,7,0.45,126,0.111,-0.406,69,0.551
15,14,0.35,42,0.111,-0.344,98,0.48
30,7,0.1,42,0.111,-0.327,109,0.495
25,5,0.15,21,0.111,-0.375,94,0.468
30,5,0.35,42,0.111,-0.302,69,0.464
10,5,0.05,21,0.111,-0.4,210,0.486
35,5,0.5,21,0.111,-0.329,55,0.545
15,3,0.5,42,0.111,-0.403,82,0.512
10,3,0.4,42,0.111,-0.45,129,0.512
10,10,0.5,42,0.111,-0.469,114,0.5
10,10,0.45,42,0.111,-0.469,118,0.492
50,3,0.2,42,0.111,-0.345,70,0.471
10,3,0.05,42,0.111,-0.416,208,0.514
35,3,0.5,126,0.111,-0.32,52,0.481
20,5,0.45,42,0.111,-0.447,72,0.486
15,14,0.05,126,0.111,-0.406,148,0.554
75,3,0.5,63,0.111,-0.398,28,0.571
10,20,0.35,42,0.111,-0.45,133,0.504
25,3,0.35,21,0.111,-0.476,73,0.507
20,10,0.1,21,0.11,-0.467,97,0.526
25,7,0.45,21,0.11,-0.475,63,0.556
5,10,0.5,63,0.11,-0.43,174,0.517
5,20,0.35,63,0.11,-0.415,200,0.55
20,5,0.5,42,0.11,-0.452,70,0.471
25,10,0.15,42,0.11,-0.3,99,0.505
20,14,0.4,126,0.11,-0.406,69,0.551
60,20,0.25,63,0.11,-0.349,51,0.471
15,3,0.45,42,0.11,-0.354,87,0.471
20,20,0.4,126,0.11,-0.406,71,0.549
5,14,0.35,126,0.11,-0.312,204,0.554
40,5,0.5,126,0.11,-0.32,51,0.451
50,14,0.45,63,0.11,-0.392,46,0.522
30,3,0.25,42,0.11,-0.311,75,0.467
30,3,0.4,42,0.11,-0.311,67,0.463
35,20,0.3,42,0.11,-0.363,64,0.531
10,10,0.3,42,0.11,-0.463,138,0.507
10,14,0.5,42,0.11,-0.469,108,0.509
75,3,0.15,63,0.11,-0.358,50,0.54
25,5,0.15,126,0.11,-0.406,94,0.511
20,10,0.4,126,0.11,-0.406,71,0.577
25,14,0.15,21,0.11,-0.401,99,0.485
35,14,0.3,42,0.11,-0.363,64,0.516
10,5,0.35,42,0.109,-0.45,135,0.496
75,5,0.2,63,0.109,-0.353,42,0.571
35,5,0.5,126,0.109,-0.32,53,0.434
10,5,0.05,42,0.109,-0.416,208,0.51
40,7,0.35,42,0.109,-0.358,60,0.517
20,3,0.3,126,0.109,-0.406,75,0.52
25,20,0.3,21,0.109,-0.473,73,0.507
25,14,0.3,21,0.109,-0.478,73,0.493
10,14,0.15,21,0.109,-0.411,172,0.494
15,20,0.4,42,0.109,-0.361,95,0.495
40,7,0.4,42,0.109,-0.358,58,0.517
10,7,0.25,42,0.108,-0.463,145,0.503
35,7,0.35,42,0.108,-0.363,62,0.484
35,5,0.35,42,0.108,-0.363,62,0.484
30,14,0.3,126,0.108,-0.406,70,0.529
25,10,0.15,126,0.108,-0.406,98,0.531
15,20,0.45,42,0.108,-0.378,87,0.506
40,7,0.4,21,0.108,-0.335,57,0.544
30,10,0.1,42,0.108,-0.327,111,0.495
10,5,0.2,42,0.108,-0.449,155,0.503
20,3,0.05,21,0.108,-0.436,111,0.523
40,5,0.3,42,0.108,-0.355,64,0.484
10,3,0.45,42,0.108,-0.469,119,0.487
10,10,0.25,42,0.108,-0.463,145,0.503
35,14,0.45,42,0.108,-0.363,56,0.571
10,20,0.4,126,0.108,-0.406,118,0.508
5,20,0.45,63,0.108,-0.401,180,0.533
25,14,0.15,42,0.108,-0.331,99,0.505
15,5,0.4,42,0.108,-0.344,93,0.495
20,5,0.4,126,0.108,-0.406,73,0.548
20,14,0.25,21,0.108,-0.489,85,0.518
15,3,0.4,42,0.108,-0.354,93,0.495
15,7,0.45,42,0.107,-0.378,88,0.5
20,3,0.35,126,0.107,-0.406,73,0.521
60,20,0.15,63,0.107,-0.419,59,0.525
10,14,0.45,42,0.107,-0.437,114,0.491
50,20,0.45,63,0.107,-0.42,38,0.526
5,5,0.45,63,0.107,-0.409,182,0.538
30,7,0.4,42,0.107,-0.302,67,0.507
10,3,0.2,21,0.107,-0.418,159,0.478
5,3,0.5,21,0.107,-0.409,185,0.519
35,14,0.35,42,0.107,-0.363,64,0.531
25,14,0.15,126,0.107,-0.406,98,0.531
5,7,0.5,63,0.106,-0.425,174,0.517
20,5,0.3,126,0.106,-0.406,75,0.507
40,7,0.3,42,0.106,-0.355,68,0.5
30,5,0.4,42,0.106,-0.302,69,0.464
10,10,0.35,42,0.106,-0.442,135,0.504
30,20,0.35,42,0.106,-0.311,69,0.522
10,3,0.3,42,0.106,-0.463,137,0.504
20,3,0.1,21,0.106,-0.459,97,0.526
40,10,0.35,21,0.106,-0.335,59,0.559
20,14,0.05,21,0.106,-0.441,111,0.523
25,5,0.2,42,0.106,-0.421,88,0.477
20,5,0.05,21,0.106,-0.443,111,0.523
20,7,0.05,21,0.106,-0.443,111,0.523
15,10,0.3,42,0.105,-0.359,101,0.485
15,10,0.15,126,0.105,-0.406,129,0.558
20,20,0.05,21,0.105,-0.446,111,0.532
50,7,0.05,42,0.105,-0.333,86,0.465
25,5,0.45,21,0.105,-0.475,65,0.538
15,14,0.15,126,0.105,-0.406,127,0.551
50,14,0.05,42,0.105,-0.333,86,0.465
25,14,0.4,21,0.105,-0.5,69,0.551
50,10,0.5,63,0.105,-0.398,42,0.5
50,20,0.05,42,0.105,-0.333,86,0.465
10,3,0.1,21,0.105,-0.425,197,0.487
30,3,0.45,42,0.105,-0.363,58,0.483
5,20,0.4,63,0.105,-0.395,186,0.543
60,3,0.15,63,0.105,-0.349,61,0.475
40,3,0.35,21,0.105,-0.321,61,0.541
40,5,0.3,21,0.105,-0.326,63,0.524
40,5,0.4,42,0.105,-0.353,58,0.448
30,14,0.15,42,0.105,-0.328,93,0.484
5,5,0.3,63,0.105,-0.411,225,0.556
25,5,0.35,21,0.105,-0.493,71,0.521
15,7,0.35,42,0.104,-0.333,99,0.485
75,7,0.2,63,0.104,-0.353,42,0.548
10,7,0.15,21,0.104,-0.411,173,0.486
5,14,0.4,63,0.104,-0.4,189,0.54
75,7,0.5,63,0.104,-0.406,32,0.625
5,20,0.5,63,0.104,-0.426,170,0.524
25,3,0.4,21,0.104,-0.475,69,0.507
35,3,0.35,42,0.104,-0.363,62,0.468
40,3,0.4,42,0.104,-0.353,60,0.45
25,10,0.3,21,0.104,-0.493,73,0.493
20,7,0.3,126,0.104,-0.406,77,0.506
20,10,0.05,21,0.104,-0.448,111,0.523
5,7,0.3,63,0.104,-0.441,218,0.55
50,10,0.05,42,0.104,-0.333,86,0.465
10,3,0.5,42,0.104,-0.43,113,0.496
40,5,0.25,42,0.104,-0.355,76,0.487
40,5,0.25,21,0.104,-0.326,75,0.547
60,3,0.2,63,0.104,-0.349,57,0.474
5,5,0.4,21,0.104,-0.368,202,0.53
40,5,0.45,42,0.103,-0.353,58,0.466
5,14,0.5,63,0.103,-0.432,175,0.526
50,10,0.45,63,0.103,-0.392,48,0.5
25,10,0.25,42,0.103,-0.458,81,0.481
5,20,0.45,21,0.103,-0.368,184,0.516
30,5,0.1,42,0.103,-0.327,109,0.495
10,5,0.3,42,0.103,-0.471,138,0.5
25,20,0.5,126,0.103,-0.406,62,0.532
30,14,0.1,42,0.103,-0.327,109,0.495
75,5,0.5,63,0.103,-0.406,32,0.625
5,5,0.35,21,0.103,-0.379,207,0.522
25,7,0.25,42,0.103,-0.458,81,0.481
25,14,0.45,21,0.103,-0.475,65,0.538
60,10,0.15,63,0.103,-0.419,59,0.525
20,20,0.1,21,0.103,-0.462,99,0.535
25,10,0.5,21,0.103,-0.486,63,0.54
50,5,0.05,42,0.102,-0.343,88,0.466
25,20,0.4,21,0.102,-0.498,65,0.554
10,10,0.15,21,0.102,-0.421,173,0.486
40,7,0.35,21,0.102,-0.335,59,0.542
50,3,0.4,63,0.102,-0.392,46,0.478
10,7,0.2,42,0.102,-0.454,155,0.497
25,20,0.15,21,0.102,-0.401,102,0.471
25,5,0.2,126,0.102,-0.406,86,0.477
50,3,0.05,42,0.102,-0.343,88,0.466
20,10,0.3,126,0.102,-0.406,77,0.519
25,3,0.5,21,0.102,-0.493,63,0.556
20,14,0.35,126,0.102,-0.406,75,0.56
40,7,0.3,21,0.102,-0.326,67,0.537
5,14,0.25,21,0.101,-0.381,233,0.549
20,3,0.5,42,0.101,-0.452,70,0.514
25,14,0.45,126,0.101,-0.406,65,0.508
15,5,0.35,42,0.101,-0.333,97,0.485
30,10,0.2,21,0.101,-0.483,83,0.47
25,20,0.5,21,0.101,-0.486,61,0.541
10,20,0.05,21,0.101,-0.428,206,0.485
10,20,0.1,42,0.101,-0.45,189,0.508
20,7,0.4,126,0.101,-0.406,73,0.548
20,7,0.35,126,0.101,-0.406,75,0.533
30,3,0.1,42,0.101,-0.345,109,0.486
25,5,0.25,126,0.101,-0.406,80,0.475
10,7,0.35,126,0.101,-0.406,128,0.484
20,5,0.35,126,0.101,-0.406,75,0.533
25,10,0.45,21,0.1,-0.5,67,0.552
40,3,0.35,42,0.1,-0.35,62,0.468
10,20,0.3,42,0.1,-0.463,139,0.496
60,10,0.1,63,0.1,-0.419,63,0.508
25,20,0.45,126,0.1,-0.406,65,0.523
25,3,0.45,21,0.1,-0.493,65,0.523
20,3,0.45,126,0.1,-0.406,71,0.549
30,20,0.3,126,0.1,-0.406,69,0.522
5,14,0.35,42,0.1,-0.421,207,0.527
25,5,0.1,42,0.1,-0.324,105,0.486
25,20,0.15,42,0.1,-0.331,103,0.485
20,3,0.4,126,0.099,-0.406,71,0.535
25,14,0.3,126,0.099,-0.406,72,0.472
30,20,0.5,42,0.099,-0.363,54,0.519
40,5,0.35,42,0.099,-0.358,62,0.468
25,10,0.4,21,0.099,-0.498,67,0.552
40,5,0.5,42,0.099,-0.359,52,0.462
25,5,0.3,21,0.099,-0.493,77,0.494
10,3,0.35,126,0.098,-0.406,126,0.492
25,3,0.1,42,0.098,-0.319,105,0.486
10,20,0.05,42,0.098,-0.45,204,0.505
60,5,0.15,63,0.098,-0.419,57,0.491
25,14,0.5,126,0.098,-0.406,63,0.524
25,14,0.1,42,0.098,-0.324,107,0.477
25,14,0.5,21,0.098,-0.493,63,0.54
30,20,0.1,42,0.098,-0.327,113,0.504
10,5,0.1,42,0.098,-0.452,191,0.503
25,10,0.1,42,0.098,-0.324,107,0.477
25,7,0.3,21,0.098,-0.493,75,0.493
25,20,0.1,42,0.098,-0.324,107,0.477
25,5,0.4,21,0.098,-0.493,69,0.522
25,7,0.1,42,0.098,-0.324,107,0.477
15,10,0.5,42,0.098,-0.425,83,0.506
20,10,0.5,42,0.098,-0.447,71,0.521
25,20,0.15,126,0.098,-0.406,102,0.52
15,3,0.2,42,0.098,-0.423,118,0.483
20,3,0.5,126,0.098,-0.406,67,0.537
15,7,0.4,42,0.098,-0.351,98,0.48
40,5,0.35,21,0.098,-0.335,61,0.525
30,5,0.5,42,0.098,-0.363,58,0.483
10,3,0.25,42,0.098,-0.45,145,0.49
10,14,0.05,21,0.098,-0.428,208,0.486
5,10,0.4,42,0.098,-0.473,192,0.516
60,7,0.1,63,0.098,-0.419,65,0.508
5,20,0.5,42,0.098,-0.459,172,0.517
60,7,0.15,63,0.098,-0.419,57,0.491
20,14,0.45,42,0.098,-0.447,71,0.535
50,20,0.5,63,0.097,-0.426,36,0.556
25,20,0.4,126,0.097,-0.406,65,0.554
25,5,0.1,21,0.097,-0.422,104,0.462
15,20,0.5,42,0.097,-0.425,83,0.506
15,5,0.15,42,0.097,-0.459,130,0.5
20,20,0.45,42,0.097,-0.447,71,0.535
25,20,0.45,21,0.097,-0.5,65,0.538
10,20,0.5,42,0.097,-0.469,107,0.505
20,10,0.45,42,0.097,-0.447,72,0.514
25,14,0.35,21,0.097,-0.498,71,0.521
10,10,0.2,126,0.097,-0.405,150,0.5
10,7,0.05,21,0.097,-0.428,209,0.488
10,10,0.05,21,0.097,-0.428,209,0.488
35,10,0.45,42,0.097,-0.363,56,0.5
5,3,0.45,63,0.096,-0.389,186,0.532
20,20,0.35,126,0.096,-0.406,77,0.532
60,5,0.05,63,0.096,-0.419,69,0.493
20,3,0.15,126,0.096,-0.406,89,0.528
30,3,0.5,42,0.096,-0.363,52,0.5
40,3,0.3,42,0.096,-0.355,70,0.471
75,5,0.45,63,0.096,-0.406,32,0.625
60,5,0.1,63,0.096,-0.419,63,0.508
5,10,0.5,42,0.096,-0.482,176,0.506
25,7,0.1,21,0.096,-0.422,106,0.462
20,14,0.3,126,0.096,-0.406,77,0.519
30,14,0.4,42,0.096,-0.363,61,0.508
10,20,0.2,126,0.096,-0.405,150,0.513
25,20,0.1,21,0.096,-0.422,106,0.462
25,3,0.35,126,0.096,-0.406,72,0.514
10,5,0.25,42,0.096,-0.463,145,0.503
30,20,0.15,42,0.096,-0.328,95,0.463
20,7,0.45,42,0.096,-0.447,72,0.528
25,10,0.3,126,0.096,-0.406,72,0.486
25,10,0.1,21,0.096,-0.422,106,0.462
20,10,0.35,126,0.096,-0.406,75,0.533
25,7,0.5,21,0.096,-0.486,63,0.54
25,14,0.1,21,0.096,-0.422,106,0.462
20,3,0.4,42,0.096,-0.476,74,0.527
60,10,0.05,63,0.095,-0.419,69,0.493
60,20,0.05,63,0.095,-0.419,67,0.478
15,7,0.5,42,0.095,-0.424,83,0.506
5,14,0.3,21,0.095,-0.405,221,0.543
20,3,0.25,126,0.095,-0.406,79,0.506
25,7,0.45,126,0.095,-0.406,63,0.524
50,7,0.45,63,0.095,-0.392,46,0.478
25,5,0.1,126,0.095,-0.406,104,0.51
50,14,0.5,63,0.095,-0.42,38,0.526
60,7,0.05,63,0.095,-0.419,69,0.493
25,3,0.15,42,0.095,-0.389,93,0.473
60,20,0.1,63,0.095,-0.419,63,0.508
60,14,0.05,63,0.095,-0.419,69,0.493
30,10,0.4,42,0.095,-0.363,65,0.492
60,3,0.05,63,0.095,-0.419,69,0.493
10,3,0.4,126,0.095,-0.406,124,0.5
30,10,0.25,126,0.095,-0.406,72,0.514
20,20,0.5,42,0.095,-0.447,69,0.522
60,14,0.1,63,0.095,-0.419,63,0.508
25,3,0.05,42,0.095,-0.319,113,0.478
25,10,0.35,21,0.095,-0.498,71,0.521
5,5,0.4,63,0.095,-0.4,197,0.538
30,20,0.4,42,0.094,-0.363,63,0.508
20,14,0.4,42,0.094,-0.447,72,0.514
25,3,0.05,21,0.094,-0.435,112,0.473
5,10,0.35,42,0.094,-0.472,196,0.515
25,5,0.05,42,0.094,-0.319,113,0.478
10,10,0.2,21,0.094,-0.421,157,0.459
10,14,0.05,42,0.094,-0.45,205,0.502
50,14,0.4,42,0.094,-0.35,48,0.458
20,10,0.25,126,0.094,-0.406,79,0.519
10,7,0.2,21,0.094,-0.421,157,0.465
10,7,0.4,126,0.094,-0.406,125,0.488
20,5,0.1,126,0.094,-0.406,90,0.522
25,7,0.05,42,0.094,-0.319,113,0.478
15,20,0.3,42,0.093,-0.415,99,0.495
20,20,0.25,126,0.093,-0.406,79,0.519
10,20,0.15,21,0.093,-0.421,172,0.483
10,20,0.15,42,0.093,-0.455,171,0.515
30,14,0.45,42,0.093,-0.363,58,0.534
15,3,0.25,42,0.093,-0.426,106,0.481
20,3,0.45,42,0.093,-0.48,74,0.527
50,7,0.5,63,0.093,-0.398,44,0.477
10,10,0.1,42,0.093,-0.45,193,0.518
60,3,0.1,63,0.093,-0.419,65,0.508
5,10,0.45,42,0.093,-0.478,185,0.519
25,3,0.1,126,0.093,-0.406,104,0.51
10,14,0.15,126,0.093,-0.405,165,0.521
25,20,0.35,21,0.093,-0.498,71,0.493
5,7,0.45,63,0.092,-0.459,180,0.522
20,7,0.25,126,0.092,-0.406,81,0.519
25,10,0.2,42,0.092,-0.422,86,0.477
20,3,0.35,42,0.092,-0.486,76,0.487
20,14,0.5,42,0.092,-0.447,71,0.535
5,3,0.4,21,0.092,-0.355,209,0.531
25,3,0.1,21,0.092,-0.435,104,0.462
25,5,0.05,21,0.092,-0.435,112,0.473
20,20,0.3,126,0.092,-0.406,77,0.532
10,14,0.1,42,0.092,-0.45,190,0.516
50,5,0.45,63,0.092,-0.392,46,0.5
25,14,0.05,42,0.092,-0.319,115,0.478
25,7,0.05,21,0.092,-0.435,112,0.473
20,10,0.4,42,0.092,-0.447,74,0.541
25,20,0.05,42,0.092,-0.319,115,0.478
20,5,0.4,42,0.092,-0.447,76,0.513
25,20,0.05,21,0.091,-0.435,114,0.474
25,20,0.1,126,0.091,-0.406,106,0.5
10,7,0.05,42,0.091,-0.449,206,0.505
10,10,0.05,42,0.091,-0.449,206,0.505
25,7,0.5,126,0.091,-0.406,63,0.524
25,7,0.1,126,0.091,-0.406,106,0.5
25,14,0.05,21,0.091,-0.435,114,0.474
25,10,0.5,126,0.091,-0.406,63,0.524
25,10,0.1,126,0.091,-0.406,106,0.5
25,14,0.1,126,0.091,-0.406,106,0.5
10,3,0.15,126,0.091,-0.405,170,0.524
25,5,0.3,126,0.091,-0.406,76,0.487
25,20,0.3,126,0.091,-0.406,72,0.472
25,3,0.3,126,0.091,-0.406,72,0.514
50,20,0.4,42,0.091,-0.35,44,0.455
5,3,0.3,21,0.091,-0.394,235,0.549
10,20,0.25,126,0.09,-0.405,142,0.493
35,10,0.5,42,0.09,-0.363,54,0.5
30,7,0.5,42,0.09,-0.363,58,0.517
25,3,0.25,42,0.09,-0.454,83,0.47
15,20,0.2,42,0.09,-0.444,117,0.479
10,5,0.35,126,0.09,-0.406,129,0.496
15,7,0.3,42,0.09,-0.401,102,0.49
35,7,0.4,42,0.09,-0.363,56,0.518
30,20,0.45,42,0.09,-0.363,56,0.518
25,7,0.4,21,0.09,-0.498,71,0.521
5,14,0.45,42,0.089,-0.46,179,0.52
5,20,0.25,21,0.089,-0.38,235,0.532
30,3,0.25,21,0.089,-0.47,73,0.479
25,3,0.25,126,0.089,-0.406,80,0.475
10,20,0.25,42,0.089,-0.463,147,0.483
10,14,0.3,126,0.089,-0.406,135,0.496
20,20,0.4,42,0.089,-0.447,74,0.514
35,7,0.45,42,0.089,-0.363,56,0.482
30,14,0.5,42,0.089,-0.363,58,0.534
25,14,0.25,42,0.089,-0.444,83,0.482
20,3,0.1,126,0.089,-0.406,92,0.522
25,7,0.35,21,0.089,-0.493,73,0.507
30,5,0.45,42,0.089,-0.363,64,0.469
25,7,0.3,126,0.089,-0.406,74,0.473
5,5,0.25,21,0.088,-0.396,242,0.558
10,3,0.05,126,0.088,-0.405,203,0.507
15,20,0.25,42,0.088,-0.431,111,0.495
25,5,0.05,126,0.088,-0.406,111,0.495
10,20,0.15,126,0.088,-0.405,166,0.518
10,5,0.15,21,0.088,-0.421,177,0.48
20,14,0.25,126,0.088,-0.406,81,0.519
35,20,0.5,42,0.088,-0.363,54,0.519
5,10,0.35,126,0.088,-0.394,193,0.554
25,10,0.05,42,0.088,-0.319,115,0.478
20,10,0.1,126,0.088,-0.406,92,0.533
30,14,0.25,126,0.088,-0.406,72,0.514
25,7,0.05,126,0.088,-0.406,111,0.495
25,5,0.5,21,0.088,-0.493,65,0.554
5,14,0.4,42,0.088,-0.448,191,0.518
5,3,0.3,126,0.088,-0.308,230,0.557
50,3,0.5,63,0.088,-0.426,40,0.475
25,10,0.05,21,0.088,-0.435,114,0.474
5,10,0.25,21,0.087,-0.412,237,0.544
25,5,0.45,126,0.087,-0.406,64,0.5
25,14,0.05,126,0.087,-0.406,112,0.5
10,5,0.4,126,0.087,-0.406,126,0.492
30,10,0.5,42,0.087,-0.363,56,0.536
25,14,0.3,42,0.087,-0.496,75,0.467
25,20,0.05,126,0.087,-0.406,112,0.5
30,3,0.3,21,0.087,-0.477,71,0.479
10,14,0.2,126,0.087,-0.405,149,0.497
25,3,0.05,126,0.087,-0.406,111,0.495
10,5,0.05,126,0.087,-0.405,203,0.502
10,14,0.1,126,0.087,-0.405,185,0.514
20,10,0.3,42,0.086,-0.472,80,0.475
50,5,0.5,63,0.086,-0.432,40,0.5
15,3,0.3,42,0.086,-0.403,102,0.48
10,10,0.35,126,0.086,-0.406,130,0.5
10,10,0.1,126,0.086,-0.405,188,0.511
10,20,0.2,21,0.086,-0.421,156,0.455
25,5,0.35,126,0.086,-0.406,70,0.5
10,20,0.1,126,0.086,-0.405,184,0.505
20,20,0.1,126,0.086,-0.406,94,0.532
25,20,0.35,126,0.086,-0.406,70,0.486
5,10,0.3,63,0.085,-0.447,220,0.545
20,3,0.3,42,0.085,-0.47,78,0.474
25,10,0.45,126,0.085,-0.406,67,0.522
25,14,0.2,42,0.085,-0.422,84,0.464
10,14,0.2,21,0.085,-0.421,156,0.449
20,5,0.15,126,0.085,-0.416,89,0.528
30,10,0.45,42,0.085,-0.363,58,0.534
10,14,0.35,126,0.085,-0.406,127,0.496
40,3,0.3,21,0.085,-0.327,69,0.507
15,14,0.3,42,0.085,-0.382,101,0.495
20,14,0.1,126,0.085,-0.416,92,0.522
30,5,0.25,21,0.085,-0.47,77,0.468
5,14,0.5,42,0.085,-0.484,177,0.514
30,20,0.25,126,0.084,-0.406,76,0.474
20,7,0.5,126,0.084,-0.406,67,0.493
25,10,0.05,126,0.084,-0.406,112,0.5
20,7,0.1,126,0.084,-0.416,92,0.533
15,3,0.15,42,0.084,-0.473,131,0.511
50,3,0.45,63,0.084,-0.426,40,0.475
35,3,0.4,42,0.084,-0.363,62,0.468
15,10,0.2,42,0.084,-0.428,122,0.475
10,14,0.15,42,0.084,-0.445,170,0.518
10,3,0.1,42,0.084,-0.459,195,0.497
10,7,0.15,42,0.084,-0.445,171,0.509
20,5,0.3,42,0.083,-0.474,78,0.449
15,14,0.5,42,0.083,-0.454,81,0.506
5,20,0.35,42,0.083,-0.386,202,0.52
5,3,0.5,63,0.083,-0.455,180,0.528
10,7,0.1,42,0.083,-0.453,189,0.513
35,14,0.5,42,0.083,-0.363,54,0.481
5,14,0.45,126,0.083,-0.405,176,0.551
25,10,0.4,126,0.082,-0.406,67,0.507
30,7,0.45,42,0.082,-0.363,61,0.508
20,10,0.2,126,0.082,-0.425,87,0.517
20,20,0.05,126,0.082,-0.406,105,0.543
10,7,0.15,126,0.082,-0.405,166,0.506
15,7,0.2,42,0.082,-0.428,122,0.475
25,14,0.35,126,0.082,-0.406,70,0.486
5,5,0.5,63,0.082,-0.443,180,0.533
25,14,0.4,126,0.082,-0.406,68,0.5
20,10,0.15,126,0.082,-0.425,90,0.511
5,20,0.5,126,0.082,-0.405,169,0.55
20,14,0.15,126,0.082,-0.425,90,0.511
10,3,0.2,126,0.082,-0.405,152,0.5
15,14,0.25,42,0.082,-0.431,110,0.5
5,10,0.3,42,0.082,-0.477,222,0.523
25,10,0.35,126,0.081,-0.406,70,0.486
