sma_window,atr_window,atr_multiplier,alt_lookback,cagr,max_dd,trades,win_rate
20,20,0.1,63,0.137,-0.476,97,0.495
30,5,0.15,42,0.137,-0.328,95,0.495
50,20,0.2,126,0.137,-0.277,72,0.486
75,5,0.2,42,0.137,-0.401,42,0.595
25,20,0.25,126,0.137,-0.406,78,0.487
25,20,0.2,21,0.137,-0.376,84,0.488
50,14,0.5,42,0.137,-0.38,38,0.553
10,7,0.5,21,0.137,-0.434,116,0.491
75,7,0.2,42,0.137,-0.401,42,0.595
15,7,0.2,21,0.137,-0.38,123,0.52
50,3,0.25,126,0.137,-0.3,64,0.469
50,3,0.25,21,0.137,-0.298,64,0.5
10,3,0.4,21,0.137,-0.422,131,0.504
35,5,0.25,21,0.137,-0.324,71,0.507
30,10,0.4,21,0.137,-0.353,63,0.524
50,7,0.2,126,0.137,-0.277,68,0.471
50,5,0.45,42,0.137,-0.35,46,0.5
30,20,0.2,42,0.137,-0.326,83,0.482
50,7,0.5,42,0.137,-0.35,44,0.477
30,5,0.15,126,0.136,-0.406,92,0.511
25,3,0.5,126,0.136,-0.323,62,0.532
40,14,0.35,42,0.136,-0.358,64,0.547
15,3,0.1,21,0.136,-0.434,143,0.538
25,3,0.4,126,0.136,-0.323,68,0.5
15,14,0.45,21,0.136,-0.392,87,0.529
35,14,0.2,42,0.136,-0.358,70,0.514
5,5,0.45,21,0.136,-0.361,187,0.529
50,3,0.45,42,0.136,-0.38,40,0.475
15,10,0.25,126,0.136,-0.406,105,0.552
50,20,0.25,126,0.136,-0.3,66,0.47
75,3,0.2,126,0.136,-0.329,42,0.667
75,14,0.25,126,0.136,-0.306,38,0.632
15,5,0.3,126,0.136,-0.406,101,0.545
50,5,0.2,21,0.136,-0.276,70,0.5
10,3,0.15,63,0.136,-0.4,175,0.52
25,10,0.3,42,0.136,-0.341,75,0.493
5,20,0.5,21,0.136,-0.37,174,0.511
40,10,0.15,42,0.135,-0.355,80,0.512
15,3,0.25,126,0.135,-0.406,103,0.534
35,10,0.2,21,0.135,-0.324,70,0.5
30,5,0.3,126,0.135,-0.32,68,0.515
25,3,0.15,21,0.135,-0.347,92,0.467
75,3,0.45,63,0.135,-0.357,36,0.583
30,20,0.5,21,0.135,-0.344,52,0.558
40,20,0.3,42,0.135,-0.355,68,0.515
25,20,0.3,42,0.135,-0.343,75,0.48
35,7,0.45,126,0.135,-0.32,54,0.5
10,3,0.05,63,0.135,-0.375,208,0.519
75,10,0.5,63,0.135,-0.362,32,0.625
40,10,0.05,21,0.135,-0.294,93,0.559
40,14,0.05,21,0.135,-0.294,93,0.559
15,20,0.5,126,0.135,-0.406,79,0.532
40,14,0.5,21,0.135,-0.345,47,0.617
15,5,0.2,21,0.135,-0.38,125,0.528
40,10,0.35,126,0.135,-0.32,58,0.534
30,20,0.25,42,0.135,-0.318,79,0.456
40,3,0.5,126,0.135,-0.3,48,0.438
35,20,0.25,21,0.135,-0.33,67,0.552
25,10,0.5,42,0.135,-0.336,65,0.538
50,14,0.25,126,0.135,-0.3,66,0.47
15,5,0.4,21,0.135,-0.368,95,0.537
20,20,0.05,63,0.135,-0.476,108,0.5
10,14,0.45,126,0.135,-0.406,109,0.486
40,10,0.2,42,0.135,-0.355,76,0.5
40,5,0.2,21,0.134,-0.317,75,0.56
15,10,0.5,126,0.134,-0.406,79,0.544
35,3,0.15,21,0.134,-0.315,74,0.514
15,7,0.15,21,0.134,-0.421,131,0.542
30,10,0.15,42,0.134,-0.328,91,0.495
60,14,0.4,63,0.134,-0.349,37,0.622
15,10,0.1,21,0.134,-0.434,147,0.544
40,14,0.15,42,0.134,-0.355,78,0.513
40,7,0.45,21,0.134,-0.328,49,0.571
35,10,0.2,42,0.134,-0.358,72,0.5
30,3,0.1,21,0.134,-0.428,107,0.477
60,10,0.4,63,0.134,-0.349,37,0.622
15,7,0.5,126,0.134,-0.406,79,0.557
30,14,0.4,21,0.134,-0.353,59,0.542
30,7,0.2,42,0.134,-0.328,85,0.482
15,10,0.45,21,0.134,-0.392,87,0.54
10,5,0.5,126,0.134,-0.406,110,0.5
15,3,0.15,21,0.134,-0.434,131,0.55
50,14,0.2,21,0.134,-0.278,70,0.514
50,10,0.15,21,0.134,-0.276,77,0.481
30,7,0.25,126,0.134,-0.321,74,0.514
40,20,0.15,42,0.134,-0.355,80,0.525
10,20,0.1,63,0.134,-0.397,189,0.513
30,10,0.25,21,0.134,-0.391,73,0.507
40,20,0.1,21,0.133,-0.294,91,0.549
30,5,0.25,126,0.133,-0.323,76,0.513
20,3,0.05,63,0.133,-0.48,108,0.5
30,20,0.4,21,0.133,-0.353,61,0.525
10,5,0.05,63,0.133,-0.375,208,0.514
25,14,0.5,42,0.133,-0.343,65,0.538
25,20,0.25,21,0.133,-0.376,78,0.5
40,10,0.5,21,0.133,-0.335,45,0.622
60,10,0.35,63,0.133,-0.349,39,0.615
15,7,0.45,21,0.133,-0.392,90,0.544
30,5,0.1,21,0.133,-0.426,107,0.486
30,3,0.3,126,0.133,-0.322,70,0.5
10,10,0.45,126,0.133,-0.406,113,0.487
10,3,0.25,21,0.133,-0.426,147,0.483
50,20,0.15,126,0.133,-0.277,76,0.474
30,10,0.2,42,0.133,-0.328,85,0.471
35,14,0.3,21,0.133,-0.329,63,0.571
10,20,0.4,42,0.133,-0.437,123,0.512
15,20,0.1,21,0.133,-0.434,146,0.541
40,7,0.05,21,0.133,-0.297,93,0.559
25,14,0.25,21,0.133,-0.376,80,0.5
40,5,0.05,21,0.133,-0.297,93,0.559
50,5,0.4,126,0.133,-0.31,52,0.442
15,14,0.3,21,0.133,-0.346,102,0.539
40,3,0.05,21,0.133,-0.297,93,0.559
50,7,0.2,21,0.133,-0.276,68,0.485
50,5,0.2,126,0.133,-0.277,70,0.486
60,14,0.45,63,0.133,-0.358,36,0.667
15,7,0.2,126,0.133,-0.406,119,0.555
35,7,0.2,21,0.133,-0.324,70,0.5
20,7,0.05,63,0.132,-0.483,108,0.5
35,10,0.5,126,0.132,-0.32,52,0.5
30,20,0.2,21,0.132,-0.408,81,0.494
25,20,0.45,42,0.132,-0.353,67,0.537
40,14,0.45,21,0.132,-0.335,51,0.608
10,14,0.4,42,0.132,-0.437,130,0.508
50,3,0.5,42,0.132,-0.38,40,0.475
20,5,0.35,21,0.132,-0.466,79,0.544
35,20,0.3,21,0.132,-0.329,63,0.587
20,5,0.05,63,0.132,-0.483,108,0.5
30,14,0.2,42,0.132,-0.326,85,0.471
35,20,0.5,126,0.132,-0.32,52,0.5
10,20,0.3,21,0.132,-0.44,140,0.486
25,7,0.3,42,0.132,-0.341,77,0.494
50,7,0.25,21,0.132,-0.298,58,0.5
30,5,0.2,126,0.132,-0.406,80,0.512
40,7,0.4,126,0.132,-0.32,57,0.491
35,3,0.3,42,0.132,-0.363,66,0.5
35,14,0.15,21,0.132,-0.324,74,0.514
50,14,0.15,126,0.132,-0.277,78,0.474
50,20,0.15,21,0.131,-0.278,75,0.493
10,10,0.1,63,0.131,-0.397,193,0.523
25,3,0.4,42,0.131,-0.321,71,0.507
40,3,0.5,21,0.131,-0.326,47,0.532
15,10,0.2,21,0.131,-0.38,123,0.512
40,14,0.1,21,0.131,-0.294,91,0.549
50,14,0.15,21,0.131,-0.278,77,0.494
20,7,0.4,21,0.131,-0.436,77,0.558
30,7,0.5,21,0.131,-0.32,55,0.564
30,5,0.45,21,0.131,-0.353,61,0.508
15,5,0.2,126,0.131,-0.406,121,0.562
25,3,0.45,126,0.131,-0.323,64,0.5
40,7,0.1,21,0.131,-0.294,91,0.549
40,20,0.5,42,0.131,-0.344,44,0.545
35,20,0.2,21,0.131,-0.324,68,0.515
50,10,0.1,126,0.131,-0.296,80,0.463
25,5,0.3,42,0.131,-0.341,79,0.506
40,20,0.45,21,0.131,-0.335,51,0.588
50,10,0.2,21,0.131,-0.276,72,0.514
50,10,0.25,42,0.131,-0.319,62,0.468
50,10,0.35,42,0.131,-0.343,54,0.463
75,5,0.3,63,0.131,-0.357,40,0.6
75,10,0.45,63,0.131,-0.362,34,0.618
50,5,0.3,42,0.131,-0.345,56,0.446
10,10,0.5,126,0.13,-0.406,109,0.495
15,7,0.1,21,0.13,-0.434,149,0.537
20,14,0.05,63,0.13,-0.487,108,0.491
35,14,0.35,21,0.13,-0.329,63,0.587
30,7,0.15,42,0.13,-0.328,91,0.484
40,5,0.25,126,0.13,-0.32,73,0.507
40,5,0.45,126,0.13,-0.32,56,0.464
15,5,0.1,21,0.13,-0.434,147,0.531
15,20,0.2,126,0.13,-0.406,114,0.544
35,14,0.5,126,0.13,-0.32,52,0.481
25,5,0.45,42,0.13,-0.321,67,0.507
20,3,0.35,21,0.13,-0.476,77,0.519
15,14,0.4,21,0.13,-0.376,95,0.526
10,20,0.05,63,0.13,-0.397,204,0.515
50,5,0.15,42,0.13,-0.319,78,0.5
40,14,0.35,21,0.13,-0.335,63,0.571
15,20,0.25,21,0.13,-0.395,112,0.527
10,14,0.1,63,0.13,-0.397,190,0.521
50,14,0.3,42,0.13,-0.345,60,0.467
5,5,0.5,21,0.13,-0.361,185,0.524
50,5,0.5,42,0.13,-0.38,40,0.5
50,7,0.15,42,0.13,-0.319,78,0.5
40,3,0.2,42,0.13,-0.355,76,0.526
35,3,0.25,42,0.129,-0.358,74,0.514
75,14,0.45,63,0.129,-0.362,34,0.647
35,3,0.4,21,0.129,-0.329,61,0.574
35,7,0.25,21,0.129,-0.324,71,0.507
50,3,0.1,126,0.129,-0.296,80,0.475
60,20,0.4,63,0.129,-0.349,37,0.622
40,10,0.2,21,0.129,-0.315,75,0.547
5,14,0.35,21,0.129,-0.389,210,0.538
75,3,0.35,63,0.129,-0.357,36,0.639
20,5,0.3,21,0.129,-0.463,79,0.506
75,7,0.35,63,0.129,-0.357,38,0.605
25,3,0.15,126,0.129,-0.406,92,0.489
50,5,0.1,126,0.129,-0.296,80,0.475
75,5,0.4,63,0.129,-0.357,36,0.639
35,20,0.35,21,0.129,-0.329,61,0.59
25,10,0.4,42,0.129,-0.35,69,0.536
20,10,0.05,63,0.129,-0.49,108,0.491
40,3,0.1,21,0.129,-0.294,87,0.54
50,5,0.35,42,0.129,-0.352,56,0.446
50,7,0.1,126,0.129,-0.296,80,0.475
20,3,0.3,21,0.129,-0.459,79,0.519
75,7,0.4,63,0.129,-0.357,36,0.611
75,5,0.35,63,0.129,-0.357,36,0.639
15,14,0.2,21,0.129,-0.402,125,0.52
15,10,0.35,21,0.129,-0.374,96,0.521
20,3,0.45,21,0.129,-0.464,75,0.547
75,5,0.2,126,0.129,-0.329,42,0.595
35,14,0.25,21,0.129,-0.33,66,0.53
40,5,0.15,21,0.129,-0.294,83,0.542
20,3,0.4,21,0.129,-0.466,75,0.547
15,10,0.5,21,0.129,-0.438,84,0.548
25,10,0.45,42,0.129,-0.353,69,0.536
10,7,0.35,42,0.129,-0.449,133,0.489
35,10,0.45,21,0.128,-0.321,55,0.564
20,10,0.3,21,0.128,-0.462,81,0.506
35,5,0.25,42,0.128,-0.358,72,0.5
15,5,0.15,21,0.128,-0.439,131,0.534
75,3,0.4,63,0.128,-0.357,36,0.611
15,7,0.5,21,0.128,-0.424,84,0.548
15,10,0.25,21,0.128,-0.373,109,0.523
50,3,0.15,42,0.128,-0.319,76,0.5
50,20,0.2,21,0.128,-0.276,72,0.5
15,14,0.1,21,0.128,-0.434,149,0.53
25,7,0.5,42,0.128,-0.336,65,0.538
25,10,0.25,21,0.128,-0.41,78,0.487
25,7,0.25,21,0.128,-0.41,78,0.487
25,14,0.4,42,0.128,-0.353,71,0.521
30,14,0.45,21,0.128,-0.353,55,0.564
10,7,0.45,126,0.128,-0.406,115,0.478
15,3,0.3,21,0.128,-0.371,103,0.515
25,5,0.2,21,0.128,-0.366,85,0.459
10,14,0.35,42,0.128,-0.449,132,0.508
75,20,0.2,63,0.127,-0.353,46,0.543
5,20,0.4,21,0.127,-0.361,190,0.532
35,5,0.45,126,0.127,-0.32,55,0.473
75,10,0.2,126,0.127,-0.329,42,0.619
75,20,0.5,63,0.127,-0.362,32,0.656
15,7,0.3,21,0.127,-0.386,103,0.524
50,7,0.05,63,0.127,-0.356,84,0.44
40,3,0.25,42,0.127,-0.355,72,0.542
30,7,0.2,126,0.127,-0.406,82,0.5
50,3,0.2,126,0.127,-0.3,70,0.471
50,14,0.05,63,0.127,-0.356,84,0.44
50,10,0.05,63,0.127,-0.356,84,0.44
35,10,0.25,21,0.127,-0.33,69,0.522
40,20,0.2,42,0.127,-0.355,76,0.487
40,5,0.4,126,0.127,-0.32,56,0.464
50,20,0.05,63,0.127,-0.356,84,0.44
40,7,0.35,126,0.127,-0.32,58,0.517
40,14,0.3,42,0.127,-0.355,68,0.515
75,3,0.3,63,0.127,-0.357,38,0.605
30,3,0.25,126,0.127,-0.323,72,0.5
40,10,0.1,21,0.127,-0.294,91,0.549
40,14,0.2,42,0.127,-0.355,76,0.487
75,20,0.45,63,0.127,-0.362,32,0.656
75,14,0.2,63,0.127,-0.353,44,0.568
5,7,0.5,21,0.126,-0.378,179,0.503
20,5,0.5,21,0.126,-0.484,69,0.536
50,10,0.1,21,0.126,-0.298,79,0.456
50,14,0.25,21,0.126,-0.298,66,0.485
25,20,0.35,42,0.126,-0.35,73,0.493
15,7,0.25,126,0.126,-0.406,107,0.533
35,7,0.2,42,0.126,-0.358,72,0.486
75,7,0.45,63,0.126,-0.362,34,0.618
40,20,0.4,21,0.126,-0.341,57,0.561
40,20,0.35,42,0.126,-0.358,64,0.531
30,14,0.2,21,0.126,-0.409,83,0.482
30,20,0.45,21,0.126,-0.353,53,0.547
15,5,0.25,126,0.126,-0.406,107,0.533
15,10,0.2,126,0.126,-0.406,119,0.546
5,3,0.45,21,0.126,-0.355,191,0.518
10,20,0.5,126,0.126,-0.406,102,0.52
35,20,0.5,21,0.126,-0.321,53,0.585
40,3,0.2,21,0.126,-0.317,75,0.573
50,10,0.15,42,0.125,-0.319,78,0.487
50,20,0.25,21,0.125,-0.298,66,0.485
10,3,0.15,21,0.125,-0.421,177,0.508
20,14,0.15,21,0.125,-0.437,95,0.526
75,20,0.15,63,0.125,-0.358,50,0.54
35,3,0.45,21,0.125,-0.329,59,0.559
50,3,0.05,21,0.125,-0.298,87,0.46
10,7,0.1,63,0.125,-0.397,189,0.524
10,14,0.05,63,0.125,-0.397,205,0.512
35,5,0.45,21,0.125,-0.329,57,0.544
35,5,0.4,126,0.125,-0.32,55,0.491
75,14,0.4,63,0.125,-0.362,36,0.639
75,14,0.15,63,0.125,-0.358,50,0.54
50,5,0.05,21,0.125,-0.298,87,0.46
40,20,0.05,21,0.125,-0.294,95,0.558
20,10,0.15,21,0.125,-0.437,95,0.526
35,14,0.25,42,0.125,-0.367,68,0.5
30,10,0.5,21,0.125,-0.329,53,0.585
40,3,0.4,126,0.125,-0.32,58,0.466
30,10,0.15,126,0.125,-0.406,88,0.489
15,3,0.15,126,0.125,-0.406,127,0.575
30,14,0.25,21,0.125,-0.402,73,0.493
20,7,0.2,21,0.125,-0.444,89,0.528
75,20,0.3,63,0.125,-0.357,38,0.632
75,20,0.25,126,0.124,-0.329,42,0.595
60,14,0.15,63,0.124,-0.349,59,0.525
25,10,0.35,42,0.124,-0.35,73,0.493
50,5,0.05,63,0.124,-0.366,86,0.442
50,5,0.1,21,0.124,-0.298,79,0.468
50,3,0.3,42,0.124,-0.352,60,0.45
50,3,0.05,63,0.124,-0.366,86,0.442
50,7,0.1,21,0.124,-0.298,79,0.468
50,3,0.1,21,0.124,-0.298,79,0.468
75,7,0.2,126,0.124,-0.329,42,0.571
25,14,0.35,42,0.124,-0.35,73,0.493
15,7,0.4,21,0.124,-0.368,99,0.515
50,10,0.3,42,0.124,-0.345,58,0.448
15,10,0.15,21,0.124,-0.421,133,0.534
35,10,0.5,21,0.124,-0.321,53,0.566
25,5,0.4,42,0.124,-0.341,71,0.507
25,5,0.5,126,0.124,-0.323,64,0.531
40,7,0.5,42,0.124,-0.358,48,0.5
40,7,0.3,126,0.124,-0.32,65,0.492
10,5,0.4,42,0.124,-0.449,131,0.496
50,20,0.3,42,0.124,-0.345,60,0.45
15,14,0.2,126,0.124,-0.406,121,0.554
60,14,0.35,63,0.124,-0.349,41,0.585
60,20,0.45,63,0.124,-0.358,34,0.647
30,10,0.45,21,0.124,-0.353,55,0.564
10,3,0.45,126,0.124,-0.406,114,0.482
10,3,0.35,42,0.124,-0.442,131,0.504
40,3,0.35,126,0.124,-0.32,60,0.483
30,7,0.15,126,0.124,-0.406,88,0.489
40,3,0.15,21,0.124,-0.315,79,0.544
30,14,0.5,21,0.124,-0.353,55,0.564
30,20,0.1,21,0.124,-0.426,111,0.495
10,5,0.2,21,0.124,-0.418,157,0.484
30,20,0.25,21,0.124,-0.402,77,0.455
35,10,0.4,42,0.124,-0.363,58,0.569
60,7,0.4,63,0.124,-0.349,39,0.564
15,14,0.25,21,0.124,-0.395,111,0.532
20,7,0.15,21,0.123,-0.437,95,0.526
50,14,0.2,42,0.123,-0.319,70,0.486
75,14,0.3,63,0.123,-0.357,36,0.639
30,3,0.15,126,0.123,-0.406,96,0.5
10,7,0.05,63,0.123,-0.397,206,0.515
50,7,0.35,42,0.123,-0.35,54,0.463
40,20,0.4,42,0.123,-0.367,58,0.517
20,20,0.15,21,0.123,-0.437,95,0.526
20,10,0.2,21,0.123,-0.445,91,0.527
10,10,0.05,63,0.123,-0.397,206,0.515
50,7,0.3,42,0.123,-0.343,54,0.444
75,7,0.05,63,0.123,-0.358,51,0.529
25,3,0.2,126,0.123,-0.406,88,0.489
60,3,0.4,63,0.123,-0.367,36,0.611
40,5,0.3,126,0.123,-0.32,62,0.484
40,7,0.2,42,0.123,-0.355,76,0.487
30,7,0.05,42,0.123,-0.325,121,0.512
30,20,0.05,42,0.123,-0.325,121,0.512
60,10,0.45,63,0.123,-0.358,36,0.611
40,5,0.5,21,0.123,-0.339,51,0.549
40,3,0.5,42,0.123,-0.35,48,0.458
30,14,0.05,42,0.123,-0.325,121,0.512
60,5,0.25,63,0.123,-0.349,47,0.532
30,10,0.05,42,0.123,-0.325,121,0.512
75,10,0.4,63,0.123,-0.362,34,0.618
20,14,0.35,21,0.123,-0.466,79,0.557
75,5,0.05,63,0.123,-0.358,51,0.529
75,14,0.5,63,0.123,-0.362,32,0.625
15,3,0.1,126,0.122,-0.406,139,0.561
35,20,0.2,42,0.122,-0.358,70,0.5
60,7,0.35,63,0.122,-0.349,41,0.512
75,10,0.3,63,0.122,-0.357,38,0.605
10,10,0.1,21,0.122,-0.428,195,0.508
75,7,0.25,63,0.122,-0.353,40,0.6
40,5,0.45,21,0.122,-0.329,57,0.544
35,7,0.4,21,0.122,-0.329,55,0.582
15,7,0.35,21,0.122,-0.374,100,0.52
35,10,0.25,42,0.122,-0.367,70,0.486
50,14,0.35,42,0.122,-0.352,58,0.448
40,7,0.15,21,0.122,-0.315,81,0.543
75,14,0.35,63,0.122,-0.362,36,0.639
40,14,0.4,21,0.122,-0.341,51,0.588
20,7,0.35,21,0.122,-0.466,79,0.532
40,10,0.25,42,0.122,-0.355,72,0.486
20,7,0.1,21,0.122,-0.439,97,0.536
75,10,0.05,63,0.121,-0.358,53,0.509
20,14,0.3,21,0.121,-0.465,81,0.506
75,10,0.25,63,0.121,-0.353,40,0.6
30,10,0.25,42,0.121,-0.305,75,0.48
5,20,0.35,21,0.121,-0.382,204,0.529
40,20,0.45,42,0.121,-0.358,52,0.538
35,7,0.5,126,0.121,-0.32,50,0.46
50,3,0.2,21,0.121,-0.299,70,0.471
50,14,0.1,126,0.121,-0.296,82,0.451
75,14,0.05,63,0.121,-0.358,53,0.509
30,7,0.45,21,0.121,-0.353,59,0.542
40,5,0.1,21,0.121,-0.294,89,0.539
40,14,0.25,42,0.121,-0.355,74,0.486
20,14,0.1,21,0.121,-0.434,97,0.536
40,14,0.45,42,0.121,-0.362,52,0.558
10,5,0.45,42,0.121,-0.444,125,0.488
75,3,0.05,63,0.121,-0.358,53,0.509
50,5,0.25,42,0.121,-0.345,58,0.466
75,20,0.05,63,0.121,-0.358,53,0.509
15,20,0.05,21,0.121,-0.468,154,0.519
40,14,0.2,21,0.121,-0.315,75,0.533
40,7,0.25,42,0.121,-0.355,74,0.486
20,5,0.25,21,0.121,-0.441,85,0.506
20,20,0.2,21,0.121,-0.462,89,0.517
40,20,0.2,21,0.121,-0.315,75,0.533
40,20,0.3,21,0.121,-0.326,67,0.537
75,10,0.15,63,0.12,-0.358,50,0.54
75,7,0.15,63,0.12,-0.358,48,0.562
40,20,0.25,42,0.12,-0.355,74,0.486
75,10,0.35,63,0.12,-0.362,36,0.639
50,10,0.2,42,0.12,-0.319,72,0.486
35,3,0.45,126,0.12,-0.32,57,0.474
75,3,0.25,63,0.12,-0.357,40,0.6
50,7,0.2,42,0.12,-0.319,68,0.471
60,7,0.45,63,0.12,-0.367,36,0.583
15,3,0.35,42,0.12,-0.333,95,0.495
50,3,0.05,126,0.12,-0.296,88,0.455
75,20,0.4,63,0.12,-0.362,36,0.639
60,14,0.25,63,0.12,-0.349,51,0.49
15,3,0.05,21,0.12,-0.468,153,0.51
40,14,0.4,42,0.12,-0.367,52,0.558
10,14,0.25,21,0.12,-0.44,148,0.473
15,14,0.5,126,0.12,-0.406,77,0.545
50,14,0.1,21,0.12,-0.298,81,0.444
40,14,0.3,21,0.12,-0.326,67,0.552
5,14,0.35,63,0.12,-0.42,205,0.556
50,10,0.1,42,0.12,-0.333,80,0.463
50,5,0.05,126,0.12,-0.296,88,0.455
30,3,0.05,42,0.12,-0.331,121,0.504
40,10,0.25,21,0.12,-0.317,71,0.535
75,5,0.25,63,0.12,-0.357,40,0.6
50,20,0.15,42,0.12,-0.319,76,0.487
40,10,0.3,42,0.12,-0.355,70,0.5
10,5,0.45,126,0.12,-0.406,120,0.5
40,10,0.45,42,0.12,-0.362,50,0.52
40,14,0.25,21,0.119,-0.317,73,0.534
50,20,0.35,42,0.119,-0.35,52,0.462
40,7,0.25,21,0.119,-0.317,73,0.534
50,20,0.05,21,0.119,-0.298,85,0.459
10,10,0.4,126,0.119,-0.406,119,0.487
15,10,0.1,126,0.119,-0.406,141,0.567
30,5,0.05,42,0.119,-0.334,119,0.504
50,5,0.1,42,0.119,-0.333,80,0.475
50,20,0.1,126,0.119,-0.296,82,0.463
10,14,0.1,21,0.119,-0.428,192,0.505
75,14,0.25,63,0.119,-0.357,38,0.632
15,20,0.15,126,0.119,-0.406,126,0.556
40,3,0.45,21,0.119,-0.329,57,0.509
10,14,0.4,126,0.119,-0.406,125,0.512
10,5,0.1,63,0.119,-0.398,191,0.508
35,10,0.3,42,0.119,-0.363,64,0.516
50,14,0.15,42,0.119,-0.319,78,0.487
15,5,0.25,21,0.119,-0.381,111,0.505
15,5,0.35,21,0.119,-0.374,98,0.52
50,7,0.1,42,0.119,-0.333,80,0.475
40,3,0.45,42,0.119,-0.353,58,0.448
40,14,0.5,42,0.119,-0.368,48,0.521
60,3,0.45,63,0.119,-0.358,34,0.618
50,14,0.05,21,0.119,-0.298,85,0.459
50,3,0.1,42,0.119,-0.333,80,0.475
25,7,0.35,42,0.119,-0.341,75,0.493
60,5,0.35,63,0.119,-0.349,41,0.512
60,5,0.3,63,0.119,-0.349,43,0.512
50,7,0.05,21,0.119,-0.298,85,0.459
35,7,0.5,21,0.119,-0.321,51,0.569
35,7,0.45,21,0.119,-0.329,55,0.545
10,20,0.45,42,0.119,-0.437,115,0.504
75,3,0.2,63,0.119,-0.353,42,0.619
75,5,0.15,63,0.118,-0.358,46,0.543
15,5,0.05,21,0.118,-0.468,155,0.516
15,7,0.05,21,0.118,-0.468,155,0.516
40,20,0.35,21,0.118,-0.335,63,0.556
35,7,0.3,42,0.118,-0.363,64,0.516
35,7,0.25,42,0.118,-0.358,72,0.486
35,5,0.05,42,0.118,-0.333,90,0.5
15,5,0.3,21,0.118,-0.385,105,0.514
35,14,0.05,42,0.118,-0.333,88,0.5
5,14,0.45,63,0.118,-0.401,177,0.531
75,20,0.35,63,0.118,-0.362,36,0.639
60,14,0.2,63,0.118,-0.349,55,0.491
30,14,0.3,42,0.118,-0.302,73,0.493
15,10,0.4,42,0.118,-0.351,92,0.511
20,7,0.5,42,0.118,-0.447,70,0.5
35,10,0.05,42,0.118,-0.333,88,0.5
60,20,0.35,63,0.118,-0.349,43,0.558
10,7,0.4,42,0.118,-0.456,130,0.485
40,14,0.15,21,0.118,-0.315,77,0.545
20,3,0.25,21,0.118,-0.455,83,0.506
25,3,0.2,21,0.118,-0.366,87,0.471
20,5,0.15,21,0.118,-0.432,93,0.527
25,3,0.3,21,0.118,-0.46,73,0.521
60,3,0.25,63,0.118,-0.349,45,0.489
60,10,0.2,63,0.118,-0.349,55,0.491
15,14,0.5,21,0.118,-0.454,82,0.549
40,5,0.35,126,0.118,-0.32,60,0.467
40,10,0.35,42,0.118,-0.358,60,0.55
50,20,0.1,21,0.118,-0.298,81,0.457
15,20,0.15,21,0.118,-0.439,130,0.508
30,7,0.3,42,0.118,-0.302,73,0.479
20,3,0.5,21,0.118,-0.485,70,0.514
30,20,0.3,21,0.118,-0.399,69,0.493
60,7,0.5,63,0.118,-0.358,32,0.625
10,20,0.25,21,0.118,-0.44,148,0.466
60,5,0.4,63,0.118,-0.349,39,0.538
60,7,0.25,63,0.118,-0.349,47,0.511
60,5,0.45,63,0.118,-0.367,34,0.618
5,20,0.4,126,0.118,-0.292,185,0.562
15,10,0.05,21,0.118,-0.468,155,0.516
35,10,0.35,42,0.118,-0.363,60,0.55
15,20,0.1,126,0.118,-0.406,140,0.564
60,5,0.2,63,0.118,-0.349,53,0.509
40,20,0.25,21,0.118,-0.317,73,0.534
50,14,0.4,63,0.117,-0.392,48,0.479
60,3,0.35,63,0.117,-0.349,41,0.512
35,3,0.05,42,0.117,-0.333,90,0.5
40,10,0.5,42,0.117,-0.358,46,0.522
20,14,0.2,21,0.117,-0.462,91,0.516
40,20,0.15,21,0.117,-0.315,79,0.557
60,3,0.3,63,0.117,-0.349,45,0.511
15,5,0.1,126,0.117,-0.406,141,0.553
15,7,0.15,126,0.117,-0.406,127,0.559
35,14,0.4,42,0.117,-0.363,60,0.567
15,14,0.05,21,0.117,-0.468,155,0.516
50,10,0.05,126,0.117,-0.296,86,0.453
15,3,0.05,126,0.117,-0.406,147,0.558
75,20,0.25,63,0.117,-0.353,42,0.595
15,5,0.15,126,0.117,-0.406,127,0.551
35,14,0.5,21,0.117,-0.321,53,0.547
25,7,0.15,21,0.117,-0.356,96,0.469
35,20,0.05,42,0.117,-0.339,88,0.5
75,10,0.2,63,0.117,-0.353,42,0.571
60,7,0.3,63,0.117,-0.349,45,0.511
20,20,0.25,21,0.117,-0.472,83,0.518
25,3,0.5,42,0.117,-0.344,65,0.508
25,3,0.45,42,0.117,-0.344,67,0.478
50,20,0.2,42,0.117,-0.319,72,0.472
35,7,0.05,42,0.117,-0.333,90,0.5
40,7,0.2,21,0.117,-0.315,75,0.533
20,3,0.2,21,0.117,-0.444,89,0.517
20,7,0.3,21,0.117,-0.463,81,0.494
40,10,0.4,42,0.117,-0.358,56,0.554
5,7,0.4,63,0.116,-0.388,190,0.532
35,3,0.5,21,0.116,-0.321,53,0.547
30,14,0.35,42,0.116,-0.311,69,0.522
75,7,0.3,63,0.116,-0.357,40,0.575
20,5,0.1,21,0.116,-0.459,95,0.526
50,10,0.05,21,0.116,-0.298,85,0.459
30,10,0.3,42,0.116,-0.302,73,0.493
60,20,0.2,63,0.116,-0.349,55,0.527
30,3,0.3,42,0.116,-0.304,73,0.466
50,20,0.05,126,0.116,-0.296,86,0.453
40,7,0.45,42,0.116,-0.349,50,0.5
50,14,0.25,42,0.116,-0.345,66,0.455
