sma_window,atr_window,atr_multiplier,cagr,max_dd,trades,win_rate
75,5,1.5,0.111,-0.397,18,0.611
250,30,1.0,0.11,-0.334,9,0.667
125,20,2.0,0.11,-0.322,8,0.875
75,30,2.0,0.109,-0.376,18,0.611
200,30,1.5,0.108,-0.322,11,0.545
50,5,1.5,0.108,-0.281,24,0.667
125,10,1.0,0.108,-0.312,12,0.583
250,10,1.5,0.107,-0.343,7,0.429
250,14,1.5,0.107,-0.343,7,0.429
125,14,1.0,0.107,-0.315,12,0.583
125,20,1.0,0.106,-0.315,14,0.571
175,20,0.25,0.106,-0.366,20,0.45
200,30,2.0,0.106,-0.339,9,0.556
200,20,1.5,0.106,-0.322,11,0.545
175,10,0.25,0.106,-0.366,20,0.4
175,30,0.25,0.106,-0.366,20,0.45
200,5,1.0,0.105,-0.322,13,0.615
50,20,0.5,0.105,-0.415,36,0.556
250,5,1.0,0.105,-0.322,9,0.556
175,5,0.25,0.104,-0.359,20,0.4
200,10,1.0,0.103,-0.322,14,0.5
200,14,0.75,0.103,-0.347,16,0.562
150,20,2.0,0.103,-0.322,7,0.857
50,14,1.0,0.103,-0.32,30,0.6
250,14,2.0,0.102,-0.36,7,0.429
250,10,2.0,0.102,-0.36,7,0.429
200,20,0.75,0.102,-0.363,16,0.562
250,20,2.0,0.102,-0.36,7,0.429
50,14,0.5,0.101,-0.409,38,0.553
250,30,0.5,0.1,-0.368,15,0.467
150,30,2.0,0.1,-0.322,7,0.857
175,5,1.5,0.099,-0.342,9,0.556
250,20,0.75,0.099,-0.368,15,0.467
50,10,0.75,0.099,-0.4,30,0.6
75,10,1.5,0.098,-0.398,20,0.6
50,20,1.5,0.098,-0.339,28,0.679
200,10,0.75,0.098,-0.347,18,0.5
50,5,1.0,0.097,-0.32,32,0.594
175,30,1.5,0.097,-0.374,9,0.667
175,14,1.5,0.097,-0.398,9,0.667
175,20,1.5,0.097,-0.374,9,0.667
75,20,1.5,0.097,-0.402,24,0.542
250,5,0.5,0.096,-0.373,17,0.471
175,14,0.25,0.096,-0.366,20,0.4
50,14,0.75,0.096,-0.4,32,0.594
175,5,0.5,0.095,-0.384,18,0.444
50,20,0.75,0.095,-0.4,32,0.594
75,30,1.5,0.095,-0.401,24,0.542
175,30,1.0,0.095,-0.398,13,0.538
100,20,2.0,0.095,-0.332,10,0.6
50,5,0.5,0.094,-0.415,40,0.5
50,20,2.0,0.094,-0.338,22,0.636
75,20,2.0,0.094,-0.376,18,0.611
125,30,1.5,0.093,-0.307,10,0.7
125,20,1.5,0.092,-0.307,10,0.7
125,14,1.5,0.092,-0.322,10,0.7
100,30,2.0,0.092,-0.332,10,0.6
50,5,0.75,0.091,-0.394,32,0.562
100,14,2.0,0.091,-0.332,10,0.6
125,14,0.25,0.091,-0.389,31,0.387
125,10,0.25,0.091,-0.389,31,0.387
125,20,0.25,0.091,-0.389,31,0.387
175,5,0.75,0.091,-0.392,16,0.5
200,30,1.0,0.091,-0.334,16,0.5
125,30,0.25,0.091,-0.389,31,0.387
175,14,0.75,0.09,-0.392,16,0.5
50,30,1.0,0.09,-0.393,32,0.594
175,20,0.75,0.09,-0.392,16,0.5
175,20,1.0,0.09,-0.405,14,0.5
175,30,0.75,0.09,-0.392,16,0.5
125,5,0.25,0.09,-0.389,33,0.394
250,30,1.5,0.089,-0.392,9,0.556
175,5,1.0,0.089,-0.405,13,0.538
200,30,0.75,0.088,-0.363,16,0.5
100,5,1.5,0.088,-0.366,10,0.5
200,5,0.75,0.088,-0.347,18,0.5
175,14,1.0,0.086,-0.405,13,0.538
175,10,1.0,0.086,-0.405,13,0.538
200,10,0.5,0.085,-0.395,18,0.444
200,14,0.5,0.085,-0.395,18,0.5
200,20,0.5,0.085,-0.395,18,0.5
200,30,0.5,0.085,-0.395,18,0.5
175,14,0.5,0.084,-0.392,20,0.4
175,20,0.5,0.084,-0.392,20,0.4
175,10,0.5,0.084,-0.392,20,0.4
200,14,1.5,0.084,-0.335,11,0.455
200,10,1.5,0.083,-0.342,11,0.455
125,14,2.0,0.083,-0.396,8,0.75
150,14,2.0,0.083,-0.41,5,0.8
50,10,1.0,0.082,-0.393,30,0.567
75,5,0.5,0.082,-0.425,32,0.656
175,30,0.5,0.081,-0.392,20,0.4
250,5,0.25,0.081,-0.43,19,0.368
200,20,1.0,0.081,-0.364,16,0.5
250,10,0.5,0.081,-0.405,17,0.471
250,20,0.5,0.08,-0.416,15,0.467
200,5,0.5,0.08,-0.395,18,0.389
200,14,1.0,0.08,-0.377,16,0.5
50,30,2.0,0.079,-0.338,24,0.583
50,30,0.75,0.079,-0.4,34,0.559
200,5,0.25,0.079,-0.41,26,0.462
50,20,1.0,0.078,-0.393,30,0.567
200,5,1.5,0.078,-0.342,11,0.455
250,14,0.5,0.078,-0.422,15,0.467
200,30,0.25,0.078,-0.424,26,0.462
50,30,1.5,0.078,-0.339,26,0.692
150,5,1.0,0.077,-0.424,12,0.583
250,30,0.25,0.076,-0.43,19,0.316
250,10,0.25,0.075,-0.43,19,0.316
250,14,0.25,0.075,-0.43,19,0.316
100,5,2.0,0.075,-0.35,8,0.625
250,20,0.25,0.075,-0.43,19,0.316
175,10,0.75,0.073,-0.435,14,0.5
125,5,1.0,0.071,-0.398,12,0.667
200,14,0.25,0.07,-0.427,26,0.423
200,20,0.25,0.07,-0.427,26,0.423
150,10,0.25,0.07,-0.394,29,0.31
200,10,0.25,0.07,-0.426,26,0.462
150,5,0.25,0.07,-0.394,29,0.31
75,5,2.0,0.069,-0.432,14,0.571
150,30,0.25,0.069,-0.398,29,0.276
125,5,1.5,0.067,-0.426,10,0.7
150,10,1.5,0.067,-0.447,9,0.667
150,14,0.25,0.067,-0.394,29,0.276
150,20,0.25,0.065,-0.398,29,0.241
150,14,1.5,0.065,-0.447,9,0.667
150,5,0.75,0.064,-0.41,14,0.5
125,10,2.0,0.06,-0.396,8,0.625
250,20,1.5,0.059,-0.392,9,0.444
150,10,1.0,0.056,-0.424,14,0.5
125,5,2.0,0.055,-0.396,8,0.625
150,5,1.5,0.049,-0.448,9,0.556
150,14,0.75,0.044,-0.425,17,0.412
150,14,1.0,0.04,-0.424,16,0.438
150,5,0.5,0.04,-0.509,19,0.368
250,30,2.0,0.039,-0.367,9,0.444
125,10,1.5,0.037,-0.426,12,0.583
150,10,0.5,0.035,-0.49,19,0.368
150,30,1.0,0.033,-0.424,16,0.438
150,20,1.0,0.033,-0.424,16,0.438
150,14,0.5,0.031,-0.503,19,0.368
150,20,0.5,0.029,-0.509,19,0.368
150,20,0.75,0.028,-0.497,17,0.412
150,10,0.75,0.027,-0.5,19,0.368
150,30,0.5,0.022,-0.509,21,0.333
150,30,0.75,0.022,-0.515,17,0.412
