sma_window,atr_window,atr_multiplier,cagr,max_dd,trades,win_rate
10,7,0.05,0.101,-0.383,207,0.483
10,10,0.05,0.101,-0.383,207,0.483
50,3,0.5,0.101,-0.41,40,0.475
10,7,0.1,0.1,-0.383,190,0.495
5,10,0.45,0.099,-0.42,187,0.524
50,5,0.5,0.098,-0.415,40,0.5
5,3,0.4,0.098,-0.327,207,0.551
5,7,0.5,0.098,-0.387,177,0.514
50,3,0.45,0.097,-0.41,40,0.475
75,3,0.5,0.096,-0.417,28,0.607
10,5,0.1,0.094,-0.383,192,0.484
5,10,0.5,0.093,-0.423,177,0.508
5,14,0.5,0.092,-0.422,178,0.522
75,7,0.5,0.091,-0.425,32,0.656
5,10,0.3,0.09,-0.398,223,0.547
75,5,0.5,0.09,-0.425,32,0.656
10,3,0.1,0.089,-0.383,196,0.474
75,5,0.45,0.087,-0.425,32,0.656
5,5,0.5,0.086,-0.392,183,0.519
5,7,0.45,0.086,-0.425,183,0.514
5,14,0.25,0.084,-0.369,232,0.556
5,3,0.35,0.084,-0.368,228,0.557
5,20,0.3,0.079,-0.4,217,0.544
5,14,0.3,0.075,-0.4,220,0.541
5,3,0.3,0.075,-0.369,234,0.564
5,10,0.25,0.074,-0.375,237,0.557
5,5,0.25,0.07,-0.371,242,0.562
5,3,0.5,0.068,-0.397,183,0.508
5,20,0.25,0.065,-0.377,235,0.532
5,3,0.2,0.065,-0.348,262,0.527
5,14,0.2,0.059,-0.348,256,0.523
5,7,0.2,0.058,-0.348,257,0.541
5,7,0.25,0.052,-0.375,241,0.556
5,5,0.2,0.05,-0.373,256,0.535
5,3,0.25,0.048,-0.39,248,0.54
5,20,0.1,0.046,-0.348,293,0.519
5,5,0.1,0.045,-0.342,300,0.527
5,14,0.15,0.044,-0.348,276,0.533
5,7,0.15,0.043,-0.348,275,0.535
5,20,0.15,0.042,-0.348,275,0.531
5,14,0.1,0.042,-0.348,296,0.52
5,20,0.2,0.042,-0.361,253,0.526
5,10,0.2,0.041,-0.361,259,0.533
5,3,0.15,0.041,-0.348,276,0.536
5,10,0.15,0.041,-0.348,279,0.534
5,10,0.1,0.04,-0.345,299,0.522
5,5,0.15,0.039,-0.348,278,0.536
5,7,0.1,0.03,-0.348,299,0.522
5,3,0.1,0.026,-0.366,300,0.533
5,20,0.05,-0.004,-0.393,326,0.506
5,14,0.05,-0.007,-0.393,327,0.505
5,10,0.05,-0.011,-0.397,328,0.503
5,7,0.05,-0.015,-0.393,330,0.5
5,3,0.05,-0.016,-0.393,333,0.502
5,5,0.05,-0.019,-0.393,329,0.498
