sma_window,atr_window,atr_multiplier,cagr,max_dd,trades,win_rate
25,10,0.25,0.203,-0.345,78,0.526
35,5,0.3,0.203,-0.281,67,0.612
35,10,0.1,0.203,-0.281,83,0.53
25,7,0.25,0.203,-0.345,78,0.526
35,3,0.1,0.203,-0.281,83,0.53
40,14,0.3,0.202,-0.281,67,0.537
25,14,0.45,0.202,-0.389,65,0.569
25,3,0.15,0.202,-0.375,94,0.5
25,20,0.5,0.202,-0.419,63,0.587
20,3,0.4,0.202,-0.375,74,0.554
30,20,0.25,0.202,-0.313,78,0.513
20,5,0.45,0.201,-0.375,72,0.542
35,10,0.05,0.201,-0.313,87,0.529
35,10,0.3,0.201,-0.288,63,0.587
35,7,0.05,0.201,-0.313,89,0.539
35,3,0.05,0.201,-0.313,89,0.539
25,3,0.3,0.201,-0.367,73,0.562
35,10,0.25,0.2,-0.292,69,0.58
30,20,0.2,0.2,-0.313,82,0.524
30,20,0.35,0.2,-0.281,68,0.544
35,5,0.25,0.2,-0.281,71,0.563
35,14,0.1,0.2,-0.281,81,0.531
30,3,0.45,0.2,-0.288,57,0.544
35,14,0.15,0.2,-0.281,75,0.547
30,20,0.4,0.2,-0.288,62,0.581
30,14,0.4,0.2,-0.288,60,0.533
25,20,0.45,0.2,-0.415,66,0.561
30,5,0.3,0.199,-0.299,70,0.529
35,3,0.15,0.199,-0.281,75,0.533
35,10,0.2,0.199,-0.281,71,0.549
20,10,0.4,0.199,-0.375,74,0.581
20,3,0.3,0.199,-0.348,78,0.513
35,20,0.2,0.199,-0.281,69,0.58
35,20,0.15,0.199,-0.281,77,0.545
10,3,0.5,0.199,-0.336,112,0.536
35,3,0.25,0.199,-0.281,73,0.562
10,5,0.5,0.199,-0.365,115,0.53
40,14,0.2,0.199,-0.281,75,0.493
40,14,0.4,0.199,-0.292,52,0.615
40,20,0.2,0.199,-0.281,75,0.493
40,20,0.15,0.199,-0.281,79,0.544
25,14,0.5,0.199,-0.419,64,0.578
30,7,0.25,0.198,-0.313,76,0.526
30,20,0.3,0.198,-0.314,70,0.5
40,5,0.2,0.198,-0.281,75,0.507
35,14,0.25,0.198,-0.292,67,0.582
30,7,0.4,0.198,-0.281,66,0.515
40,3,0.2,0.198,-0.281,75,0.52
35,7,0.15,0.198,-0.281,77,0.545
35,7,0.2,0.198,-0.281,71,0.549
35,10,0.4,0.197,-0.288,57,0.596
35,10,0.15,0.197,-0.281,77,0.545
15,5,0.5,0.197,-0.388,82,0.537
35,7,0.25,0.197,-0.281,71,0.563
40,10,0.45,0.197,-0.288,50,0.58
10,7,0.45,0.197,-0.365,120,0.533
30,14,0.2,0.197,-0.313,84,0.524
40,14,0.45,0.197,-0.288,52,0.615
25,7,0.45,0.196,-0.389,64,0.562
30,5,0.4,0.196,-0.281,68,0.515
40,20,0.45,0.196,-0.283,52,0.615
40,10,0.4,0.196,-0.281,55,0.582
15,3,0.45,0.196,-0.344,87,0.506
40,7,0.45,0.195,-0.276,50,0.58
40,7,0.35,0.195,-0.281,59,0.559
10,3,0.45,0.195,-0.365,119,0.529
30,3,0.4,0.195,-0.281,66,0.515
20,5,0.5,0.195,-0.375,70,0.543
30,20,0.45,0.195,-0.288,55,0.6
10,7,0.5,0.195,-0.341,114,0.526
40,7,0.5,0.195,-0.283,48,0.583
40,3,0.45,0.195,-0.276,57,0.509
20,5,0.4,0.195,-0.375,76,0.553
20,14,0.35,0.195,-0.375,78,0.564
20,3,0.45,0.195,-0.385,74,0.568
35,20,0.25,0.195,-0.292,67,0.582
40,14,0.15,0.194,-0.281,77,0.519
40,10,0.3,0.194,-0.281,69,0.522
35,5,0.35,0.194,-0.288,61,0.574
35,7,0.35,0.194,-0.288,61,0.574
35,10,0.35,0.194,-0.288,59,0.576
30,3,0.5,0.194,-0.288,51,0.608
20,7,0.35,0.193,-0.375,78,0.538
25,20,0.4,0.193,-0.412,66,0.576
30,5,0.45,0.193,-0.288,63,0.524
25,5,0.25,0.193,-0.351,80,0.525
25,3,0.35,0.193,-0.389,73,0.548
35,14,0.3,0.192,-0.288,63,0.571
35,14,0.4,0.192,-0.288,59,0.593
25,5,0.45,0.192,-0.389,66,0.561
40,5,0.3,0.191,-0.281,63,0.524
10,10,0.5,0.191,-0.365,114,0.518
10,10,0.45,0.191,-0.365,118,0.517
40,7,0.15,0.191,-0.281,81,0.494
40,5,0.15,0.191,-0.281,83,0.506
35,20,0.4,0.191,-0.288,59,0.593
15,3,0.35,0.191,-0.323,94,0.511
10,14,0.35,0.191,-0.384,132,0.545
40,7,0.2,0.191,-0.281,75,0.493
40,14,0.05,0.191,-0.281,93,0.527
40,10,0.05,0.191,-0.281,93,0.527
35,20,0.3,0.191,-0.288,63,0.587
40,7,0.05,0.19,-0.281,93,0.516
40,20,0.4,0.19,-0.292,58,0.569
40,20,0.05,0.19,-0.281,95,0.526
40,10,0.35,0.19,-0.281,59,0.559
40,3,0.05,0.19,-0.281,93,0.516
40,5,0.4,0.19,-0.276,57,0.526
30,20,0.5,0.19,-0.288,53,0.604
20,10,0.3,0.19,-0.384,80,0.537
40,5,0.05,0.19,-0.281,93,0.516
40,5,0.5,0.19,-0.276,52,0.577
35,14,0.35,0.189,-0.288,63,0.587
20,5,0.3,0.189,-0.372,78,0.513
20,7,0.4,0.189,-0.375,76,0.553
40,20,0.35,0.189,-0.281,64,0.547
40,3,0.15,0.189,-0.281,79,0.481
15,7,0.45,0.189,-0.334,87,0.529
35,10,0.45,0.189,-0.288,55,0.564
10,20,0.45,0.189,-0.362,114,0.535
40,20,0.1,0.189,-0.281,91,0.505
35,20,0.45,0.188,-0.288,57,0.596
40,3,0.4,0.188,-0.276,59,0.525
15,3,0.5,0.188,-0.394,82,0.537
35,20,0.1,0.188,-0.313,83,0.53
20,7,0.3,0.188,-0.372,80,0.512
10,7,0.35,0.188,-0.384,133,0.541
40,3,0.25,0.188,-0.281,71,0.521
40,10,0.15,0.188,-0.281,79,0.506
40,10,0.5,0.188,-0.283,46,0.587
10,14,0.5,0.188,-0.365,107,0.514
40,14,0.1,0.187,-0.281,91,0.505
10,10,0.4,0.187,-0.362,124,0.524
25,5,0.35,0.187,-0.402,71,0.549
35,7,0.45,0.187,-0.288,55,0.564
40,7,0.4,0.187,-0.281,57,0.561
30,14,0.45,0.187,-0.288,57,0.579
40,7,0.1,0.187,-0.281,91,0.505
50,20,0.4,0.187,-0.336,44,0.5
35,20,0.35,0.186,-0.288,61,0.574
40,7,0.3,0.186,-0.281,67,0.522
30,10,0.4,0.186,-0.288,64,0.516
40,10,0.1,0.186,-0.281,91,0.505
35,7,0.4,0.186,-0.288,55,0.564
40,3,0.1,0.186,-0.281,87,0.529
15,20,0.45,0.185,-0.334,87,0.54
20,3,0.25,0.185,-0.358,82,0.512
40,10,0.25,0.185,-0.281,71,0.493
20,10,0.35,0.185,-0.375,78,0.538
20,20,0.35,0.185,-0.375,80,0.537
25,7,0.15,0.185,-0.375,98,0.51
25,10,0.5,0.185,-0.419,64,0.578
20,14,0.3,0.184,-0.387,80,0.537
10,3,0.35,0.184,-0.384,131,0.534
40,5,0.35,0.184,-0.281,61,0.508
40,5,0.45,0.184,-0.276,57,0.544
40,14,0.25,0.184,-0.281,73,0.493
40,7,0.25,0.184,-0.281,73,0.493
25,10,0.3,0.184,-0.402,73,0.534
20,20,0.3,0.183,-0.384,80,0.537
40,20,0.25,0.183,-0.281,73,0.493
10,10,0.35,0.183,-0.384,135,0.519
35,3,0.35,0.183,-0.288,61,0.557
15,5,0.45,0.183,-0.344,90,0.511
25,3,0.4,0.183,-0.389,70,0.529
25,10,0.45,0.182,-0.415,67,0.567
25,14,0.4,0.182,-0.415,69,0.551
35,5,0.4,0.182,-0.288,57,0.561
35,10,0.5,0.182,-0.288,53,0.566
35,5,0.45,0.182,-0.288,57,0.526
50,10,0.35,0.182,-0.326,54,0.463
30,10,0.45,0.182,-0.288,57,0.579
30,7,0.2,0.182,-0.389,84,0.512
30,5,0.2,0.182,-0.389,82,0.512
30,14,0.5,0.182,-0.288,57,0.579
25,14,0.3,0.182,-0.409,73,0.521
35,20,0.5,0.182,-0.288,53,0.585
30,3,0.2,0.182,-0.389,82,0.512
25,5,0.4,0.182,-0.402,69,0.565
40,3,0.5,0.181,-0.301,47,0.532
50,20,0.35,0.181,-0.336,52,0.462
30,14,0.15,0.181,-0.389,92,0.5
10,20,0.35,0.181,-0.384,133,0.534
15,3,0.4,0.18,-0.344,92,0.511
40,3,0.35,0.18,-0.276,61,0.525
40,5,0.25,0.18,-0.281,75,0.507
10,3,0.4,0.18,-0.384,129,0.535
10,5,0.35,0.18,-0.384,135,0.533
25,10,0.4,0.18,-0.412,67,0.567
25,10,0.15,0.18,-0.375,100,0.53
15,20,0.35,0.18,-0.323,96,0.5
50,5,0.3,0.18,-0.331,56,0.464
50,14,0.3,0.18,-0.331,60,0.467
30,10,0.5,0.179,-0.288,55,0.582
15,14,0.5,0.179,-0.374,80,0.537
30,7,0.5,0.179,-0.288,57,0.544
25,20,0.3,0.179,-0.414,73,0.534
15,3,0.25,0.179,-0.372,105,0.495
10,7,0.4,0.179,-0.387,130,0.523
25,7,0.3,0.179,-0.402,75,0.533
20,5,0.35,0.178,-0.375,78,0.526
35,14,0.5,0.178,-0.288,53,0.566
50,14,0.35,0.178,-0.341,58,0.466
25,5,0.15,0.178,-0.402,96,0.51
15,3,0.3,0.178,-0.348,101,0.505
15,10,0.2,0.178,-0.365,121,0.471
15,10,0.3,0.178,-0.348,100,0.49
40,5,0.1,0.178,-0.281,89,0.506
30,20,0.15,0.178,-0.389,94,0.5
10,14,0.45,0.177,-0.362,114,0.526
15,20,0.2,0.177,-0.377,116,0.483
50,5,0.35,0.177,-0.341,56,0.464
50,10,0.3,0.176,-0.331,58,0.466
30,10,0.2,0.176,-0.389,84,0.512
15,14,0.35,0.176,-0.323,97,0.495
30,10,0.15,0.176,-0.389,90,0.5
25,7,0.5,0.176,-0.419,64,0.562
30,7,0.05,0.176,-0.387,119,0.513
30,20,0.05,0.176,-0.387,119,0.513
25,20,0.35,0.176,-0.412,71,0.535
30,14,0.05,0.176,-0.387,119,0.513
25,3,0.5,0.176,-0.419,64,0.547
30,14,0.1,0.175,-0.389,107,0.486
25,3,0.45,0.175,-0.419,66,0.53
15,7,0.2,0.175,-0.365,121,0.463
30,5,0.25,0.175,-0.389,78,0.513
15,5,0.4,0.175,-0.334,92,0.511
15,14,0.45,0.175,-0.334,86,0.5
30,3,0.3,0.175,-0.36,72,0.5
20,20,0.25,0.174,-0.384,82,0.512
25,14,0.35,0.174,-0.412,71,0.535
15,5,0.35,0.174,-0.323,96,0.51
50,3,0.3,0.174,-0.341,60,0.467
50,5,0.25,0.174,-0.331,58,0.483
15,7,0.5,0.174,-0.373,82,0.537
15,10,0.5,0.174,-0.379,82,0.524
25,7,0.35,0.174,-0.402,73,0.534
25,5,0.3,0.174,-0.402,77,0.519
30,7,0.45,0.173,-0.288,60,0.533
30,7,0.15,0.173,-0.389,90,0.5
25,10,0.35,0.173,-0.412,71,0.535
50,20,0.3,0.173,-0.331,60,0.467
50,7,0.3,0.173,-0.326,54,0.463
15,20,0.5,0.173,-0.379,83,0.53
15,20,0.4,0.173,-0.341,94,0.511
50,10,0.4,0.173,-0.336,50,0.5
40,3,0.3,0.173,-0.281,69,0.493
15,10,0.35,0.172,-0.323,95,0.505
15,14,0.2,0.172,-0.377,123,0.48
10,7,0.3,0.172,-0.412,142,0.528
20,10,0.25,0.172,-0.384,82,0.512
25,5,0.5,0.172,-0.419,66,0.561
50,7,0.35,0.172,-0.336,54,0.463
15,3,0.2,0.171,-0.372,117,0.462
10,20,0.4,0.171,-0.362,122,0.516
15,5,0.2,0.171,-0.365,123,0.472
50,10,0.25,0.171,-0.337,61,0.459
35,5,0.5,0.171,-0.288,55,0.527
30,10,0.05,0.171,-0.387,119,0.513
15,7,0.35,0.17,-0.323,98,0.5
50,7,0.2,0.17,-0.337,67,0.433
50,14,0.25,0.17,-0.331,66,0.455
20,7,0.25,0.17,-0.39,84,0.512
35,3,0.4,0.17,-0.288,61,0.574
10,5,0.4,0.17,-0.384,131,0.519
20,7,0.2,0.17,-0.397,88,0.5
20,14,0.25,0.17,-0.39,84,0.512
30,10,0.1,0.169,-0.389,109,0.477
15,10,0.45,0.169,-0.334,86,0.512
50,3,0.15,0.169,-0.337,75,0.44
50,7,0.4,0.169,-0.336,52,0.5
35,7,0.5,0.169,-0.288,51,0.549
30,5,0.15,0.169,-0.389,94,0.5
10,20,0.5,0.169,-0.365,106,0.519
10,14,0.4,0.169,-0.362,130,0.523
25,7,0.4,0.169,-0.412,71,0.521
10,10,0.3,0.169,-0.412,138,0.529
25,14,0.15,0.169,-0.402,100,0.53
30,7,0.1,0.169,-0.389,107,0.477
15,5,0.15,0.168,-0.388,129,0.465
50,20,0.25,0.168,-0.331,66,0.455
15,10,0.4,0.167,-0.341,91,0.505
15,5,0.3,0.167,-0.369,103,0.505
30,20,0.1,0.167,-0.389,111,0.486
20,3,0.2,0.166,-0.397,88,0.5
25,20,0.15,0.166,-0.402,103,0.515
50,7,0.15,0.166,-0.337,77,0.429
50,5,0.15,0.166,-0.337,77,0.429
30,5,0.1,0.166,-0.389,107,0.477
30,3,0.25,0.166,-0.389,74,0.5
25,3,0.1,0.165,-0.394,106,0.519
20,10,0.2,0.165,-0.404,89,0.494
30,3,0.05,0.165,-0.387,119,0.504
50,7,0.25,0.165,-0.331,58,0.466
15,7,0.3,0.165,-0.374,101,0.495
25,5,0.1,0.164,-0.394,106,0.519
15,7,0.15,0.164,-0.388,129,0.473
30,3,0.15,0.163,-0.389,98,0.49
30,5,0.05,0.163,-0.393,117,0.504
20,5,0.25,0.163,-0.423,84,0.5
10,5,0.3,0.162,-0.412,138,0.529
10,3,0.3,0.162,-0.412,137,0.518
15,14,0.4,0.162,-0.333,94,0.521
15,20,0.15,0.162,-0.388,128,0.461
20,20,0.2,0.162,-0.422,88,0.5
35,3,0.5,0.161,-0.288,53,0.547
15,7,0.4,0.161,-0.341,97,0.505
50,3,0.2,0.161,-0.331,70,0.443
50,14,0.2,0.161,-0.337,69,0.435
50,10,0.1,0.161,-0.336,78,0.41
50,5,0.2,0.161,-0.337,69,0.42
50,10,0.2,0.16,-0.337,71,0.423
50,3,0.35,0.16,-0.341,54,0.481
5,10,0.35,0.16,-0.343,194,0.562
50,10,0.15,0.16,-0.337,77,0.429
25,7,0.1,0.16,-0.394,108,0.509
25,20,0.1,0.16,-0.394,108,0.509
25,10,0.1,0.16,-0.394,108,0.509
20,5,0.2,0.16,-0.422,88,0.5
25,14,0.1,0.16,-0.394,108,0.509
50,3,0.1,0.159,-0.336,78,0.41
50,5,0.1,0.159,-0.336,78,0.41
20,10,0.15,0.159,-0.419,93,0.495
20,14,0.15,0.159,-0.419,93,0.495
30,3,0.1,0.159,-0.398,107,0.467
15,20,0.3,0.159,-0.397,98,0.49
50,3,0.25,0.159,-0.331,64,0.422
50,7,0.1,0.159,-0.336,78,0.41
35,3,0.45,0.158,-0.288,59,0.542
15,10,0.25,0.158,-0.392,107,0.467
15,14,0.15,0.158,-0.388,129,0.465
15,14,0.3,0.158,-0.37,100,0.5
20,5,0.15,0.158,-0.419,91,0.495
5,7,0.35,0.158,-0.341,200,0.57
25,7,0.05,0.157,-0.394,113,0.496
20,14,0.1,0.157,-0.407,95,0.505
20,7,0.15,0.157,-0.419,93,0.495
25,5,0.05,0.157,-0.394,113,0.496
10,20,0.3,0.157,-0.412,139,0.518
50,20,0.2,0.157,-0.337,71,0.423
20,20,0.15,0.157,-0.419,93,0.495
25,3,0.05,0.156,-0.394,113,0.496
50,14,0.1,0.155,-0.336,80,0.4
15,20,0.25,0.155,-0.402,110,0.482
20,3,0.15,0.155,-0.419,91,0.484
50,14,0.15,0.155,-0.337,77,0.403
20,14,0.2,0.155,-0.422,89,0.494
25,20,0.05,0.154,-0.394,115,0.496
50,20,0.15,0.154,-0.337,75,0.4
25,14,0.05,0.154,-0.394,115,0.496
50,14,0.05,0.153,-0.336,84,0.417
50,7,0.05,0.153,-0.336,84,0.417
50,20,0.1,0.153,-0.336,80,0.4
50,20,0.05,0.153,-0.336,84,0.417
20,7,0.1,0.153,-0.424,95,0.495
15,5,0.25,0.153,-0.392,109,0.477
10,14,0.3,0.152,-0.384,141,0.525
20,5,0.1,0.152,-0.419,93,0.484
50,5,0.4,0.152,-0.336,52,0.5
20,20,0.1,0.151,-0.407,97,0.505
50,3,0.05,0.151,-0.342,86,0.419
25,10,0.05,0.151,-0.394,115,0.496
50,5,0.05,0.151,-0.342,86,0.419
50,10,0.05,0.15,-0.336,84,0.417
15,7,0.25,0.15,-0.392,109,0.468
20,10,0.1,0.15,-0.424,95,0.484
60,14,0.25,0.148,-0.329,51,0.51
15,3,0.1,0.147,-0.382,141,0.454
15,3,0.15,0.147,-0.39,129,0.457
20,3,0.1,0.147,-0.419,95,0.484
15,14,0.25,0.145,-0.402,109,0.468
60,14,0.4,0.145,-0.329,37,0.622
60,14,0.45,0.145,-0.335,36,0.639
60,10,0.4,0.145,-0.329,37,0.622
60,20,0.4,0.144,-0.329,37,0.622
60,14,0.15,0.144,-0.329,59,0.525
15,10,0.1,0.144,-0.382,145,0.448
20,20,0.05,0.143,-0.407,108,0.491
10,10,0.2,0.143,-0.387,155,0.503
60,5,0.2,0.143,-0.329,53,0.509
60,10,0.35,0.143,-0.329,39,0.615
10,7,0.25,0.142,-0.412,145,0.517
60,14,0.2,0.142,-0.329,55,0.491
60,10,0.2,0.142,-0.329,55,0.491
20,5,0.05,0.141,-0.414,108,0.491
20,3,0.05,0.141,-0.413,108,0.491
60,20,0.2,0.141,-0.329,55,0.509
10,20,0.2,0.141,-0.387,155,0.503
15,20,0.1,0.141,-0.382,144,0.444
20,7,0.05,0.141,-0.414,108,0.491
15,3,0.05,0.141,-0.407,152,0.461
15,5,0.1,0.14,-0.382,145,0.448
60,20,0.25,0.139,-0.329,51,0.51
10,14,0.2,0.139,-0.387,154,0.506
15,10,0.15,0.139,-0.388,131,0.458
20,14,0.05,0.138,-0.423,108,0.481
75,20,0.2,0.138,-0.342,46,0.543
5,10,0.4,0.138,-0.361,190,0.542
10,10,0.25,0.138,-0.412,145,0.517
60,14,0.35,0.138,-0.329,41,0.585
20,10,0.05,0.138,-0.423,108,0.481
15,10,0.05,0.137,-0.407,154,0.448
60,7,0.2,0.137,-0.329,57,0.509
15,5,0.05,0.137,-0.407,154,0.448
5,14,0.35,0.137,-0.364,205,0.556
15,7,0.05,0.137,-0.407,154,0.448
15,20,0.05,0.136,-0.417,153,0.444
75,14,0.2,0.136,-0.342,44,0.568
15,7,0.1,0.136,-0.382,147,0.456
60,20,0.45,0.136,-0.335,34,0.618
60,3,0.4,0.135,-0.345,36,0.611
60,10,0.45,0.135,-0.335,36,0.611
15,14,0.1,0.135,-0.382,147,0.449
75,20,0.15,0.135,-0.347,50,0.54
60,7,0.4,0.135,-0.329,39,0.564
75,14,0.15,0.135,-0.347,50,0.54
60,20,0.35,0.133,-0.329,43,0.558
60,7,0.35,0.133,-0.329,41,0.537
75,7,0.05,0.133,-0.347,51,0.51
75,5,0.05,0.133,-0.347,51,0.51
10,5,0.25,0.133,-0.412,145,0.517
15,14,0.05,0.133,-0.417,154,0.442
75,10,0.05,0.132,-0.347,53,0.491
75,14,0.05,0.132,-0.347,53,0.491
60,3,0.5,0.132,-0.335,34,0.618
60,3,0.25,0.132,-0.329,45,0.533
60,7,0.45,0.132,-0.345,36,0.611
60,10,0.25,0.132,-0.329,51,0.51
10,3,0.25,0.132,-0.393,145,0.503
75,3,0.05,0.132,-0.347,53,0.491
75,20,0.05,0.132,-0.347,53,0.491
60,5,0.25,0.132,-0.329,47,0.532
50,14,0.4,0.131,-0.381,48,0.479
60,7,0.25,0.131,-0.329,47,0.511
60,14,0.3,0.13,-0.329,45,0.556
75,10,0.15,0.13,-0.347,50,0.54
60,5,0.35,0.13,-0.329,41,0.537
60,5,0.3,0.129,-0.329,43,0.558
60,20,0.3,0.129,-0.329,45,0.533
5,20,0.4,0.128,-0.344,186,0.543
60,3,0.45,0.128,-0.335,34,0.618
60,3,0.3,0.128,-0.329,45,0.556
60,7,0.3,0.128,-0.329,45,0.533
75,5,0.15,0.128,-0.347,46,0.565
60,3,0.35,0.128,-0.329,41,0.561
75,10,0.2,0.127,-0.342,42,0.548
10,20,0.25,0.127,-0.412,147,0.51
60,5,0.4,0.127,-0.329,39,0.564
75,7,0.15,0.127,-0.347,48,0.562
60,7,0.5,0.127,-0.335,32,0.625
75,10,0.25,0.127,-0.342,40,0.575
75,7,0.25,0.126,-0.342,40,0.575
60,3,0.15,0.126,-0.329,61,0.475
60,10,0.3,0.126,-0.329,45,0.511
5,20,0.35,0.126,-0.367,200,0.555
60,5,0.45,0.126,-0.345,34,0.647
60,20,0.5,0.125,-0.335,34,0.647
60,20,0.15,0.125,-0.411,59,0.508
10,3,0.2,0.124,-0.385,157,0.497
75,3,0.2,0.124,-0.342,42,0.595
10,14,0.25,0.124,-0.412,146,0.507
5,7,0.4,0.123,-0.329,190,0.537
75,14,0.25,0.123,-0.366,38,0.605
50,20,0.45,0.123,-0.409,38,0.526
75,20,0.3,0.123,-0.366,38,0.605
75,20,0.25,0.123,-0.342,42,0.571
5,5,0.35,0.123,-0.362,203,0.562
50,14,0.45,0.123,-0.381,46,0.522
60,14,0.5,0.123,-0.335,36,0.639
10,7,0.2,0.123,-0.387,155,0.497
60,5,0.5,0.122,-0.335,32,0.625
75,14,0.3,0.122,-0.366,36,0.639
75,3,0.25,0.121,-0.366,40,0.575
75,5,0.1,0.121,-0.347,52,0.519
75,5,0.25,0.121,-0.366,40,0.575
75,7,0.1,0.121,-0.347,52,0.519
75,14,0.1,0.121,-0.347,52,0.519
75,10,0.1,0.121,-0.347,52,0.519
60,10,0.5,0.121,-0.335,34,0.618
60,10,0.15,0.121,-0.411,59,0.508
75,20,0.1,0.121,-0.347,52,0.519
5,14,0.45,0.121,-0.366,177,0.537
75,20,0.45,0.12,-0.37,32,0.656
75,20,0.5,0.12,-0.37,32,0.656
10,14,0.15,0.12,-0.377,170,0.5
75,14,0.45,0.119,-0.37,34,0.647
60,7,0.15,0.119,-0.411,57,0.491
60,5,0.15,0.119,-0.411,57,0.491
5,20,0.45,0.119,-0.366,180,0.528
75,3,0.1,0.119,-0.347,50,0.54
60,3,0.2,0.118,-0.329,57,0.474
10,5,0.15,0.118,-0.387,175,0.491
75,10,0.5,0.117,-0.37,32,0.656
75,20,0.35,0.117,-0.37,36,0.639
10,3,0.05,0.117,-0.36,208,0.481
10,7,0.15,0.117,-0.377,171,0.497
10,10,0.15,0.117,-0.387,171,0.491
60,7,0.1,0.117,-0.411,65,0.477
75,14,0.5,0.116,-0.37,32,0.656
10,20,0.15,0.116,-0.387,171,0.497
10,5,0.2,0.116,-0.385,155,0.497
60,10,0.1,0.116,-0.411,63,0.476
5,3,0.45,0.115,-0.329,186,0.538
10,5,0.05,0.115,-0.36,208,0.481
75,3,0.15,0.115,-0.347,50,0.54
75,14,0.35,0.115,-0.37,36,0.639
75,5,0.2,0.115,-0.342,42,0.571
75,10,0.3,0.114,-0.366,38,0.579
60,5,0.05,0.114,-0.411,69,0.464
75,14,0.4,0.114,-0.37,36,0.639
75,10,0.4,0.114,-0.37,34,0.647
5,14,0.4,0.114,-0.366,189,0.54
75,10,0.35,0.113,-0.37,36,0.639
75,7,0.2,0.113,-0.342,42,0.548
75,20,0.4,0.113,-0.37,36,0.639
60,10,0.05,0.113,-0.411,69,0.464
60,14,0.05,0.113,-0.411,69,0.464
60,7,0.05,0.113,-0.411,69,0.464
60,20,0.05,0.113,-0.411,67,0.463
60,3,0.05,0.113,-0.411,69,0.464
5,5,0.45,0.112,-0.351,182,0.544
5,5,0.4,0.112,-0.341,197,0.553
50,10,0.5,0.112,-0.387,42,0.524
75,3,0.45,0.112,-0.366,36,0.611
10,20,0.1,0.111,-0.376,189,0.487
75,7,0.35,0.111,-0.366,38,0.605
75,5,0.3,0.111,-0.366,40,0.575
75,3,0.3,0.11,-0.366,38,0.605
75,10,0.45,0.11,-0.37,34,0.647
60,20,0.1,0.11,-0.411,63,0.476
5,20,0.5,0.11,-0.379,170,0.535
75,3,0.35,0.11,-0.366,36,0.639
60,3,0.1,0.11,-0.411,65,0.477
75,7,0.4,0.11,-0.366,36,0.639
60,5,0.1,0.11,-0.411,63,0.476
75,5,0.35,0.11,-0.366,36,0.639
75,5,0.4,0.11,-0.366,36,0.639
60,14,0.1,0.11,-0.411,63,0.476
10,3,0.15,0.109,-0.387,175,0.491
5,7,0.3,0.109,-0.396,218,0.55
75,7,0.45,0.109,-0.37,34,0.647
75,3,0.4,0.109,-0.366,36,0.611
50,3,0.4,0.108,-0.381,46,0.457
10,20,0.05,0.108,-0.376,204,0.485
75,7,0.3,0.108,-0.366,40,0.55
50,10,0.45,0.106,-0.381,48,0.479
10,10,0.1,0.106,-0.376,193,0.487
10,14,0.1,0.106,-0.376,190,0.484
50,20,0.5,0.105,-0.415,36,0.556
10,14,0.05,0.105,-0.376,205,0.483
10,10,0.05,0.104,-0.376,206,0.485
5,10,0.45,0.104,-0.409,184,0.527
10,7,0.05,0.104,-0.376,206,0.485
10,7,0.1,0.103,-0.376,189,0.497
5,7,0.5,0.103,-0.375,174,0.517
